Name,Reference,Left,KWIC,Right,variant,potential_passive,verb_transitivity,complement,lemma
"PA720430,Bernalicis, Ugo","PA720430,2019-01-15",", je souhaiterais d'' abord rendre hommage aux pompiers qui sont morts durant l'' explosion de la rue de Trévise , à ceux qui",se font caillasser,"par des idiots, comme au pompier gilet jaune de Bordeaux , qui est actuellement dans le coma. Monsieur le Premier",se faire,1,transitive,par,cailasser
"PA1838,Lassalle, Jean","PA1838,2019-01-15",", soit exercée par le subrogé du tuteur. Tous demandent que le juge reste maître de la situation, même et surtout s'' il",se fait accompagner,"par des professionnels qualifiés. La même crainte s'' exprime au sujet de l'' article 17 : là encore, nous souhaitons que",se faire,1,transitive,par,accompagner
"PA337483,Letchimy, Serge","PA337483,2019-01-16","parole est à M. Serge Letchimy . Madame la ministre , vous le savez, ces plateformes sont celles de sociétés privées, qui",se feront rémunérer,. La notion de service public risque donc d'' être quelque peu laminée. Telle est votre option politique :,se faire,1,transitive,0,rémunérer
"PA266797,Gosselin, Philippe","PA266797,2019-01-16","ne soit pas forcément le plus recommandable ! Il a raison ! On sait qu'' en matière d'' état civil, des milliers de personnes",se font ainsi avoir,", tous les jours ! La délivrance des actes d'' état civil et des copies est gratuite, mais nombreux sont ceux qui se font",se faire,1,transitive,0,avoir
"PA266797,Gosselin, Philippe","PA266797,2019-01-16","avoir, tous les jours ! La délivrance des actes d'' état civil et des copies est gratuite, mais nombreux sont ceux qui",se font coincer,", qui déboursent 30 ou 35 euros sur des sites très intelligemment faits, dont le nom ressemble à service-public.fr...",se faire,1,transitive,0,coincer
"PA266797,Gosselin, Philippe","PA266797,2019-01-16","très intelligemment faits, dont le nom ressemble à service-public.fr... Absolument ! Tout est fait pour que les gens",se fassent attraper,", c'' est pourquoi j'' ai utilisé le terme anglo-saxon de phishing. Bref, je souhaite obtenir une copie d'' acte d'' état",se faire,1,transitive,0,attraper
"PA266797,Gosselin, Philippe","PA266797,2019-01-16","Bref, je souhaite obtenir une copie d'' acte d'' état civil et, bingo, cela me coûte 35 euros ! J '' ai vu des gens intelligents",se faire avoir,", et pourtant ils avaient été avertis ! Ce sera exactement la même chose avec votre projet de loi. Vous vous arc-boutez",se faire,1,transitive,0,avoir
"PA722202,Jumel, Sébastien","PA722202,2019-01-23","qui n'' ont aucune difficulté culturelle avec l'' administration dématérialisée, aucune difficulté financière pour",se faire accompagner,par un auxiliaire de justice et qui n'' ont pas besoin de prendre leur voiture pour accéder aux services publics. Un texte,se faire,1,transitive,par,accompagner
"PA643145,Vainqueur-Christophe, Hélène","PA643145,2019-01-29","part de responsabilité dans cette pollution "" et "" avancer dans le chemin de la réparation "" ? Attendrez - vous que l'' État",se fasse condamner,"pour faute, défausse, manquements et attentisme ? Il est bien de compatir mais, comme l'' a dit mon collègue Dominique",se faire,1,transitive,0,condamner
"PA267901,Kamardine, Mansour","PA267901,2019-01-29",en situation clandestine et sensiblement pour les ressortissants étrangers en situation régulière qui refusent de,se faire recenser,". Sans tenir compte de ces anomalies, l'' INSEE évalue la population officielle à 256 000, dont 42 % d'' étrangers,",se faire,1,transitive,0,recenser
"PA267901,Kamardine, Mansour","PA267901,2019-01-29","regroupant ait séjourné légalement sur leur territoire pendant une période qui ne peut pas dépasser deux ans, avant de",se faire rejoindre,"par les membres de sa famille. "" Par dérogation, lorsqu'' en matière de regroupement familial, la législation existant",se faire,1,transitive,par,rejoindre
"PA1592,Habib, David","PA1592,2019-01-29","département, je n'' ai pas vu les députés de la majorité s'' exprimer avec la même clarté ; ils étaient plutôt désireux de",se faire oublier,", chez moi en tout cas, et n'' ont pas exprimé le même désir que la sécurité soit garantie. Lors de votre audition en",se faire,1,transitive,0,oublier
"PA720846,Lachaud, Bastien","PA720846,2019-01-30","la privatisation ! Aéroports de Paris , La Française des jeux , la SNCF , Gaz de France , etc. Bientôt, Airbus et Areva vont",se faire racketter,"par les États-Uniens . Ces derniers l'' ont déjà fait pour Alstom , Technip , Total , la Société générale , Alcatel . Et vous",se faire,1,transitive,par,racketter
"PA720430,Bernalicis, Ugo","PA720430,2019-01-30",ne permettra pas de pacifier les relations dans le pays. Je remarque d'' ailleurs que ce sont souvent ceux qui filment qui,se font éborgner,"ou sont blessés par des tirs de LBD. Or vous-même savez qu'' il peut y avoir une vertu à filmer, puisque vous avez proposé l''",se faire,1,transitive,0,éborgner
"PA720892,Panot, Mathilde","PA720892,2019-01-30","l'' on va manifester. Quand nous manifestons aujourd''hui, nous portons des foulards parfumés au citron parce que",nous nous faisons gazer,systématiquement. Le nombre de grenades lacrymogènes utilisées est complètement disproportionné par rapport au,se faire,1,transitive,0,gazer
"PA720286,Fiat, Caroline","PA720286,2019-01-30","pour se protéger du froid est une attitude de bon sens, et il serait dommage de ne plus pouvoir sortir l'' hiver de peur de",se faire arrêter,". D '' autre part, il abroge mécaniquement le décret dit anti-cagoule pris en 2009 sous la présidence de Nicolas Sarkozy ,",se faire,1,transitive,0,arrêter
"PA717153,Buzyn, Agnès","PA717153,2019-01-31",les garanties nécessaires à la sécurité des soins. C '' est ce que nous avons commencé à faire avec la possibilité de,se faire vacciner,"contre la grippe en officine. À ce titre, l'' article 5, qui prévoit d'' expérimenter la prescription de certains",se faire,1,transitive,0,vacciner
"PA267042,Favennec Becot, Yannick","PA267042,2019-01-31","je constate que les inégalités vont en s'' aggravant. Je rencontre chaque jour, en Mayenne , des patients pour lesquels",se faire soigner,"relève désormais du parcours d'' obstacles : dix-huit mois pour un rendez - vous chez un cardiologue, six mois pour un",se faire,1,transitive,0,soigner
"PA267042,Favennec Becot, Yannick","PA267042,2019-01-31","mois pour un rendez - vous chez un cardiologue, six mois pour un rendez - vous chez l'' ophtalmologue, trois mois pour",se faire soigner,"une carie, sans parler des praticiens qui refusent de nouveaux patients. Dans nos circonscriptions, nous sommes",se faire,1,transitive,0,soigner
"PA721726,Mauborgne, Sereine","PA721726,2019-01-31","des mesures que vous proposez. Quand, dans nos territoires, des familles nous alertent car elles ne parviennent pas à",se faire admettre,"comme nouveaux patients du seul médecin restant, croyez-moi, nous ne nous sentons pas moins concernés que vous. Si l''",se faire,1,transitive,par,admettre
"PA721210,Corbière, Alexis","PA721210,2019-01-31","Alexis Corbière , pour soutenir l'' amendement n° 22. Un quart des assurés sociaux, 26,5 % pour être précis, ont renoncé à",se faire soigner,"en 2016, souvent parce qu'' ils ont des difficultés à avancer les frais nécessaires – interrogées, un tiers des",se faire,1,transitive,0,soigner
"PA267042,Favennec Becot, Yannick","PA267042,2019-01-31","amendement n° 36, portant article additionnel après l'' article 5. Aujourd''hui, les patients qui en ont besoin peuvent",se faire assister,"lors d'' une téléconsultation par un infirmier ou par un pharmacien ; mais leur rôle, tel que le définissent les textes,",se faire,1,transitive,par,assister
"PA415452,Guillaume, Didier","PA415452,2019-02-07","avec ce qui s'' est pratiqué durant des décennies et d'' inverser totalement la construction des prix. En effet, ceux qui",se font étrangler,"dans la négociation sont toujours les mêmes. Ce n'' était plus possible. D '' où le titre Ier de la loi EGalim , qui inverse la",se faire,1,transitive,0,étrangler
"PA335612,Lecoq, Jean-Paul","PA335612,2019-02-13",. Pourquoi s'' en soucier puisque le président est un ami ? Pareil à Djibouti où la France préfère laisser les opposants,se faire persécuter,parce que c'' est un régime qui abrite sa plus importante base militaire du continent. Quant au Cameroun ou encore au,se faire,1,transitive,0,persécuter
"PA717151,de Sarnez, Marielle","PA717151,2019-02-18",de saluer ! Absolument ! Mais il faudra aller plus loin et se doter des instruments nécessaires pour que l'' Europe,se fasse enfin respecter,! Il n'' est pas acceptable que les entreprises et les banques européennes craignent davantage du non-respect des lois,se faire,1,transitive,0,respecter
"PA720846,Lachaud, Bastien","PA720846,2019-02-21","qu'' à l'' issue de leur mandat, et non pendant son cours. En réalité, c'' est le cas : depuis l'' échec de M. Sarkozy à",se faire réélire,", aucun président de la République n'' a exercé de deuxième mandat. On aurait aimé qu'' il y parvienne ! Sarko était le",se faire,1,transitive,0,réélire
"PA415452,Guillaume, Didier","PA415452,2019-02-21","de cette initiative très importante. Vous avez raison, madame Ménard , y en a marre : ras-le-bol d'' entendre les paysans",se faire traiter,"de pollueurs et d'' empoisonneurs. Ce n'' est pas ce que nous avons fait ! Caricature ! Démagogie de bas étage ! "" Produisez !",se faire,1,transitive,0,traiter
"PA335532,Pau-Langevin, George","PA335532,2019-03-05",ou de l'' aménagement du territoire : les patientes seront contraintes de multiplier les déplacements pour,se faire suivre,". Que comptez - vous faire pour assurer la qualité du suivi médical gynécologique que les Françaises , et surtout les",se faire,1,transitive,0,suivre
"PA267780,Firmin Le Bodo, Agnès","PA267780,2019-03-13","pas ! Le refus de la vaccination, parfois justifié par des argumentations mensongères, est irresponsable :",se faire vacciner,", c'' est se protéger, mais aussi protéger les autres, notamment les plus vulnérables d'' entre nous, qui ne peuvent se",se faire,1,transitive,0,vacciner
"PA267780,Firmin Le Bodo, Agnès","PA267780,2019-03-13",", c'' est se protéger, mais aussi protéger les autres, notamment les plus vulnérables d'' entre nous, qui ne peuvent",se faire vacciner,". Non, la vaccination n'' augmente pas les troubles du comportement chez les enfants ! Non, le ROR – vaccin rougeole,",se faire,1,transitive,0,vacciner
"PA719420,Sommer, Denis","PA719420,2019-03-13",enregistrent leur entreprise en ligne : ils considèrent peut-être qu'' ils n'' ont pas besoin d'' être accompagnés ; 70 %,se font accompagner,". Le guichet unique n'' y changera rien ! Le seul progrès que nous souhaitons assurer, c'' est qu'' il n'' y ait plus qu'' un seul",se faire,1,transitive,0,accompagner
"PA720728,Mattei, Jean-Paul","PA720728,2019-03-13",demande un peu plus de recul. De nombreuses personnes se rendront encore dans les CFE pour obtenir des conseils et,se faire aider,". Le texte vise simplement à créer un outil moderne, qui centralisera les fichiers. Je le répète, ce débat me semble",se faire,1,transitive,0,aider
"PA605991,Genevard, Annie","PA605991,2019-03-15","prévoit la fin de la mise à disposition des "" assiettes autres que celles mentionnées "" à l'' alinéa 4. Je ne sais pas si",je me fais bien comprendre,"... Si , c'' est très clair et précis ! J'' aurais besoin d'' une réponse sur ce point particulier, madame la secrétaire d''",se faire,1,transitive,0,comprendre
"PA334149,Fasquelle, Daniel","PA334149,2019-03-15",", on peut encore parler de façon imagée. Si les métaphores sont parfois un peu fortes, elles permettent du moins de",se faire comprendre,. Laissez aux députés leur liberté de parole. C '' est à peu près tout ce qui leur reste ! La majorité nous donne des leçons en,se faire,1,transitive,0,comprendre
"PA719372,Kasbarian, Guillaume","PA719372,2019-03-15",soutenir le sous-amendement n° 1333 rectifié. Ce sous-amendement permettrait aux quatre membres du dispositif de,se faire représenter,"en déléguant leur pouvoir. De fait, ils n'' auront peut-être pas toujours l'' envie ou le temps, compte tenu de leurs",se faire,1,transitive,0,représenter
"PA722374,Isaac-Sibille, Cyrille","PA722374,2019-03-18","plus adapté de la gestion des données de santé, afin que la France soit au rendez - vous de la médecine de demain et ne",se fasse pas distancer,par les deux géants mondiaux. Cet enjeu est fondamental. Nous formulerons enfin des propositions pour renforcer la,se faire,1,transitive,par,distancer
"PA609726,Aubert, Julien","PA609726,2019-03-19",", à quoi sert -il d'' investir dans la rénovation si, dans le même temps, nous laissons d'' autres édifices chrétiens",se faire gratuitement vandaliser,", profaner, souiller ? Rien que ces derniers jours, citons l'' église catholique Saint-Louis de la Robertsau , à",se faire,1,transitive,0,vandaliser
"PA609726,Aubert, Julien","PA609726,2019-03-19",", à quoi sert -il d'' investir dans la rénovation si, dans le même temps, nous laissons d'' autres édifices chrétiens","se faire gratuitement vandaliser, profaner",", souiller ? Rien que ces derniers jours, citons l'' église catholique Saint-Louis de la Robertsau , à Strasbourg , la",se faire,1,transitive,0,profaner
"PA720386,Di Filippo, Fabien","PA720386,2019-03-20","de patients qui n'' ont plus accès à un médecin traitant, la distance que les habitants doivent parcourir pour",se faire soigner,", bref faire valoir leurs arguments auprès des ARS le plus concrètement possible. Je vais vous raconter une anecdote.",se faire,1,transitive,0,soigner
"PA2377,Perrut, Bernard","PA2377,2019-03-21","aujourd''hui. Des familles, notamment avec enfants, s'' en trouvent fragilisées ; elles nous demandent comment",se faire soigner,. Il faut pouvoir avancer. Je ne sais pas si ce débat doit se limiter à choisir entre la contrainte et la régulation. Je,se faire,1,transitive,0,soigner
"PA719608,Ménard, Emmanuelle","PA719608,2019-03-21","travail administratif. En outre, il ne fonctionne pas très bien : certains praticiens ont parfois beaucoup de mal à",se faire payer,par les mutuelles et travaillent de facto pour la gloire ! Autant de difficultés qui découragent l'' installation. On,se faire,1,transitive,par,payer
"PA267289,Door, Jean-Pierre","PA267289,2019-03-21",le périmètre ! Faisons en sorte que quelqu''un qui doit se faire faire une prise de sang puisse en profiter pour,se faire vacciner,. La parole est à Mme la ministre . Je comprends vos arguments. Il faut que nous réfléchissions plus avant à un éventuel,se faire,1,transitive,0,vacciner
"PA717153,Buzyn, Agnès","PA717153,2019-03-21",point de contact que sont les pharmaciens. Les personnes qui viennent dans une officine acheter leur vaccin peuvent,se faire vacciner,immédiatement sur place. Les modalités de vaccination deviennent claires pour nos concitoyens : ils savent qu'' ils,se faire,1,transitive,0,vacciner
"PA717153,Buzyn, Agnès","PA717153,2019-03-21","préfère m'' en tenir à la doctrine actuelle, qui est très claire pour nos concitoyens : dès la rentrée 2019, ils pourront",se faire vacciner,"dans toutes les pharmacies d'' officine de France , selon un protocole sécurisé. Ajouter les biologistes ou qui que ce",se faire,1,transitive,0,vacciner
"PA720286,Fiat, Caroline","PA720286,2019-03-21",", c'' est les fermetures d'' hôpitaux ou de services qui obligent les malades à faire des trajets toujours plus longs pour",se faire soigner,dans des hôpitaux usines. Bravo ! La parole est à M. Cyrille Isaac-Sibille . Nous sommes tout à fait favorables à la,se faire,1,transitive,0,soigner
"PA717153,Buzyn, Agnès","PA717153,2019-03-21","donc, en cancérologie, tout le monde a admis la gradation des soins. Des seuils d'' activité sont fixés. On ne peut pas",se faire opérer,d'' un cancer du sein n'' importe où. Même un chirurgien viscéral n'' a pas le droit d'' opérer un cancer du côlon si son,se faire,1,transitive,0,opérer
"PA717153,Buzyn, Agnès","PA717153,2019-03-21","la bonne porte et ne pas rester en proximité, tandis que d'' autres, mal informés, parfois sans voiture, vont devoir",se faire soigner,sur place sans être sûrs de la qualité des soins. Je l'' ai dit dès mon arrivée au ministère : je souhaite que chaque,se faire,1,transitive,0,soigner
"PA719286,Colombani, Paul-André","PA719286,2019-03-22","également source d'' économies considérables, puisque 26 000 Corses se rendent chaque année sur le continent pour",se faire soigner,", avec toutes les dépenses que cela suppose pour l'' assurance maladie et pour les familles corses, obligées de subir",se faire,1,transitive,0,soigner
"PA267780,Firmin Le Bodo, Agnès","PA267780,2019-03-22","Agnès Firmin Le Bodo . Le regroupement des pharmacies tient à un problème économique. Dans 95 % des cas, une pharmacie",se fait racheter,"par une autre parce qu'' elle n'' aurait jamais pu être vendue autrement, sans doute en raison de sa mauvaise santé – départ",se faire,1,transitive,par,racheter
"PA267042,Favennec Becot, Yannick","PA267042,2019-03-22","de mener une évaluation objective de ce reste à charge pour les ménages, qui sont contraints, par conséquent, d'' aller",se faire soigner,"sur le continent, ce qui les expose à des inégalités en matière d'' accès aux soins, alors qu'' ils sont égaux devant les",se faire,1,transitive,0,soigner
"PA720286,Fiat, Caroline","PA720286,2019-03-26",fait annuler la hausse de la taxe carbone : cela évite d'' avoir à régler une somme astronomique pour aller accoucher ou,se faire soigner,"loin de chez soi ! L'' abandon des territoires ruraux s'' amplifie et vous nous répondez : "" télémédecine ! "" C '' est dommage,",se faire,1,transitive,0,soigner
"PA720546,Bruneel, Alain","PA720546,2019-03-26","pour la démocratie, et cela témoigne d'' une démarche constante de la majorité. Travailler dans de telles conditions,",se faire soigner,"dans de telles conditions, ce n'' est plus possible. Je pense souvent aux propos du Premier ministre s'' adressant aux",se faire,1,transitive,0,soigner
"PA642788,Véran, Olivier","PA642788,2019-03-27",âgés Il est en effet difficile de renvoyer la lettre recommandée de résiliation avant la date d'' échéance du contrat ;,nous pouvons tous nous faire piéger,"– j'' en ai d'' ailleurs moi-même fait l'' expérience. La critique principale que l'' on peut entendre, selon laquelle la",se faire,1,transitive,0,piéger
"PA721150,Holroyd, Alexandre","PA721150,2019-04-03",droits seront préservés demain. Balayez devant votre porte ! Extrémiste ! Vous jouez sur les peurs ! Pourront - ils,se faire soigner,"comme hier ? Garderont - ils leur emploi, leurs droits à la retraite ? C '' est vers vous, madame la ministre, que leurs",se faire,1,transitive,0,soigner
"PA721564,Fajgeles, Élise","PA721564,2019-04-09","' ils sont juifs ou, tout simplement, parce qu'' ils incarnent la démocratie. Quand on voit une jeune femme trans, Julia ,",se faire violenter,"à la sortie du métro République , au cœur de ma circonscription. Quand l'' antisémitisme augmente de 74 % en 2018, quand",se faire,1,transitive,0,violenter
"PA721564,Fajgeles, Élise","PA721564,2019-04-09",". Quand l'' antisémitisme augmente de 74 % en 2018, quand les réseaux sociaux regorgent de violence, quand des Roms",se font lyncher,après avoir été victimes de rumeurs abjectes. La faute à votre laxisme ! En ce lendemain de la Journée internationale,se faire,1,transitive,0,lyncher
"PA719108,Gérard, Raphaël","PA719108,2019-04-10","homophobe toutes les 33 heures et où certains jeunes LGBT – lesbiennes, gays, bisexuels ou transgenre –, continuent à",se faire dispenser,"des cours d'' éducation physique et sportive, de crainte d'' être harcelés dans les douches et les vestiaires des",se faire,1,transitive,0,dispenser
"PA335612,Lecoq, Jean-Paul","PA335612,2019-04-10",des pays européens. Les communistes vous avaient prévenus. Alors que la France a laissé Alcatel,se faire racheter,"par Nokia en 2015 sans vraiment se battre, puis n'' a rien dit quand l'' entreprise a annoncé la suppression de 2 000 postes",se faire,1,transitive,par,racheter
"PA720996,El Guerrab, M''jid","PA720996,2019-04-29","dans notre pays ! La parole est à M. M''jid El Guerrab . Comme l'' écrivait Frédéric Ozanam en 1836, "" souvent la fraude",se fait précéder,"d'' un fantôme de loyauté "". Autrement dit, la fraude est avant tout une faute morale. Les chiffres demeurent édifiants.",se faire,1,transitive,de,précéder
"PA719456,Mörch, Sandrine","PA719456,2019-05-07","– Caisse d'' allocations familiales – ou de la "" sécu "", pour éviter une erreur dans un abonnement ou empêcher le jeune de",se faire avoir,"? Et que dire de nos interventions pour motiver nos jeunes dans leurs études supérieures, dans des formations",se faire,1,transitive,0,avoir
"PA719138,Castellani, Michel","PA719138,2019-05-10","un second temps, sa conservation ? Le Président de la République qui, dans son adresse à la nation, avait appelé à ne pas",se faire prendre,""" au piège de la hâte "" a pourtant annoncé qu'' il voulait que la cathédrale soit rebâtie en cinq ans. Ce volontarisme,",se faire,1,transitive,0,prendre
"PA746,Carrez, Gilles","PA746,2019-05-10","vise à permettre aux présidents des commissions, qui sont souvent très occupés – j'' en sais quelque chose – de",se faire représenter,. Je pense par exemple que les rapporteurs pour avis ou les rapporteurs spéciaux peuvent tout à fait les remplacer. C '',se faire,1,transitive,0,représenter
"PA720430,Bernalicis, Ugo","PA720430,2019-05-13","' a pas porté les fruits espérés. En revanche le risque, que nous avions dénoncé, d'' amoindrir la capacité des salariés à",se faire représenter,"et entendre est bien réel. En l'' espèce, le résultat ne s'' est pas fait attendre ! Une telle proposition témoigne d'' un",se faire,1,transitive,0,représenter
"PA606098,Marleix, Olivier","PA606098,2019-05-16","se produise un mouvement de hauts fonctionnaires partis pantoufler et qui, toujours en position de disponibilité,",se feraient recruter,"comme agents contractuels. Ce n'' est pas complètement ubuesque, car certains hauts fonctionnaires de l'' État sont",se faire,1,transitive,0,recruter
"PA606098,Marleix, Olivier","PA606098,2019-05-16","où l'' on pourrait envisager cette option. A contrario, l'' on pourrait considérer qu'' un haut fonctionnaire ne peut pas",se faire recruter,"en contractuel sur un emploi de direction. Intégrer un corps ou une fonction par la voie du contrat, simplement parce",se faire,1,transitive,0,recruter
"PA330357,Dussopt, Olivier","PA330357,2019-05-17",ou de droit privé : cela répond à votre attente à l'' égard de fonctionnaires qui quitteraient l'' administration pour,se faire engager,"par ailleurs au moyen de contrats de forme différente. Je précise, et cela figure dans le projet de loi, que, s'' agissant",se faire,1,transitive,0,engager
"PA606098,Marleix, Olivier","PA606098,2019-05-17",", mais le directeur général pourra bien plus facilement arguer que celui-ci n'' est jamais remonté jusqu'' à lui, qu'' il",se faisait représenter,"au sein d'' un conseil d'' administration, etc. Cette exigence n'' a donc pas été ajoutée par hasard. Elle a créé une zone",se faire,1,transitive,0,représenter
"PA719778,Jolivet, François","PA719778,2019-05-20","de modifier l'' alinéa 11 de l'' article 26 : "" Durant la procédure de rupture conventionnelle, le fonctionnaire peut",se faire assister,"par un conseiller désigné par une organisation syndicale. "" Cette rédaction n'' est pas sans me surprendre. En effet, on",se faire,1,transitive,par,assister
"PA719778,Jolivet, François","PA719778,2019-05-20","l'' employeur, est très intime. Je ne suis pas certain que ce soit rendre service au fonctionnaire que de lui permettre de",se faire assister,"par le représentant d'' une organisation syndicale – je précise que je n'' ai rien contre ces organisations, ayant été",se faire,1,transitive,par,assister
"PA719778,Jolivet, François","PA719778,2019-05-20",", qui s'' est prononcée sur des transactions qui s'' étaient mal déroulées, a indiqué que toute personne pouvait",se faire assister,"par la personne de son choix. La seule contrainte pesant sur le salarié est de prévenir son employeur, de manière très",se faire,1,transitive,par,assister
"PA719778,Jolivet, François","PA719778,2019-05-20","très libre : par téléphone, courriel, conversation devant témoin ... Dans ces cas, l'' employeur souhaite souvent",se faire assister,"aussi. Dans une organisation syndicale représentative, on peut trouver des gens très compétents, mais qui ne sont pas",se faire,1,transitive,0,assister
"PA719778,Jolivet, François","PA719778,2019-05-20","de ce type de procédures. Afin d'' offrir au fonctionnaire la meilleure assistance possible, il faut lui permettre de",se faire assister,"par la personne de son choix, plutôt que de viser exclusivement une organisation syndicale – ou un avocat ou un conseil",se faire,1,transitive,par,assister
"PA720430,Bernalicis, Ugo","PA720430,2019-05-20","bling-bling de communication, mais vous ne faites pas grand-chose. Quant aux CTS , ce que je leur conseille, c'' est de",se faire détacher,"d'' office – de toute façon, ils n'' auront pas le choix, c'' est le principe du détachement d'' office ! – puis de contester",se faire,1,transitive,0,détacher
"PA721158,Anglade, Pieyre-Alexandre","PA721158,2019-05-21","d'' une élection majeure pour le pays, où deux visions s'' affrontent : d'' un côté, celle d'' une Europe ambitieuse, qui veut",se faire respecter,"et qui place au cœur de son projet la liberté, la protection et le progrès ; de l'' autre, celle de la division, du",se faire,1,transitive,0,respecter
"PA703535,Lemoyne, Jean-Baptiste","PA703535,2019-05-21",", avait été coupée en deux. Les Européens ont, depuis, pas à pas, bâti cette puissance, une Europe qui entend bien",se faire respecter,", qui, naturellement, refuse les ingérences au nom d'' un principe simple : ce qui regarde les Européens doit être décidé",se faire,1,transitive,0,respecter
"PA703535,Lemoyne, Jean-Baptiste","PA703535,2019-05-22","et d'' affirmer leur souveraineté. Si elle veut être une puissance, l'' Europe doit se penser comme telle et",se faire respecter,". S'' agissant de l'' Iran , nous avons mis en place l'' outil INSTEX – Instrument in Support of Trade Exchanges – qui",se faire,1,transitive,0,respecter
"PA717151,de Sarnez, Marielle","PA717151,2019-05-23","dans la vie quotidienne, car les règles ne sont pas les mêmes, et tout peut très rapidement devenir compliqué pour",se faire soigner,ou bien pour se déplacer dans les transports publics. La coopération transfrontalière est pour cette raison une,se faire,1,transitive,0,soigner
"PA718720,Dufrègne, Jean-Paul","PA718720,2019-05-23",au Luxembourg . Après quoi nous sommes obligés de rédiger des accords transfrontaliers pour demander la permission de,se faire soigner,"par ces mêmes médecins, qui pratiquent évidemment les tarifs locaux, bien plus élevés que les tarifs français ! C '' est",se faire,1,transitive,par,soigner
"PA333818,Hutin, Christian","PA333818,2019-05-23","Luxembourgeois , et je tire cette réflexion de la lecture de votre rapport, cher Bruno , sont plutôt contents de venir",se faire soigner,"en France . D'' ailleurs, la balance commerciale entre la France et le Luxembourg est dans ce domaine très positive pour",se faire,1,transitive,0,soigner
"PA721670,de Montchalin, Amélie","PA721670,2019-05-23","réalité, sur le terrain, les personnes vivant à la frontière suisse ou luxembourgeoise parviennent plus facilement à",se faire soigner,"ou à consulter des médecins de qualité. Je voudrais ajouter qu'' il y a là une voie à suivre, potentiellement, pour",se faire,1,transitive,0,soigner
"PA720892,Panot, Mathilde","PA720892,2019-05-27",", alors que l'' exécutif tentait de faire l'' autruche sur l'' affaire Benalla , a été un moyen pour l'' Assemblée nationale de",se faire respecter,. Nous ne devons en aucun cas être soumis aux caprices d'' un Président si arrogant qu'' il provoquait alors avec une,se faire,1,transitive,0,respecter
"PA719286,Colombani, Paul-André","PA719286,2019-05-28",que cet audit n'' est pas en sa possession. Je trouve extrêmement grave et désobligeant que la représentation nationale,se fasse ainsi mener,"par le bout du nez, à la recherche d'' un audit introuvable. Les citoyens, et notamment les Porto-Vecchiais , ont droit à",se faire,1,transitive,0,mener
"PA331582,Vigier, Philippe","PA331582,2019-05-29",", sur le décalage que nous constatons entre les décisions que nous prenons et leur application sur le terrain. Or",nous pouvons nous faire épauler,"par les services de très grande qualité de l'' Assemblée . Ils comptent des personnels d'' une grande compétence,",se faire,1,transitive,par,épauler
"PA267241,Demilly, Stéphane","PA267241,2019-06-03","est à M. Stéphane Demilly . Monsieur Christophe Bouillon , c'' est comme à la messe : ce sont toujours les présents qui",se font engueuler,". J '' ai écouté avec beaucoup d'' attention – comme en commission, où le groupe UDI , Agir et indépendants a été présent –",se faire,1,transitive,0,engueuler
"PA720996,El Guerrab, M''jid","PA720996,2019-06-04","des légions de VTC maraudant et démarchant à proximité de nos aéroports. Il n'' y a pas un matin où, à Orly ou Roissy , on ne",se fasse alpaguer,"par ces transporteurs sauvages. Madame la ministre des transports, alors que l'' examen en séance du projet de loi d''",se faire,1,transitive,par,alpaguer
"PA609245,Lacroute, Valérie","PA609245,2019-06-06","qui a subi retard doit, une fois rentré chez lui, se rendre sur une plateforme, il risque d'' avoir des difficultés à",se faire rembourser,". Parfois, le site ne fonctionne pas ; parfois, c'' est le réseau lui-même qui fonctionne très mal – sans même en revenir au",se faire,1,transitive,0,rembourser
"PA720334,Pahun, Jimmy","PA720334,2019-06-06",soutenir cette proposition. Quoi de plus simple et de plus naturel que de faire de l'' auto-stop ? Lever le doigt pour,se faire prendre,"comme passager est la mobilité réduite à sa plus simple expression, et la plus efficace. La parole est à Mme Laurianne",se faire,1,transitive,0,prendre
",",",2019-06-06","unique, le titulaire du certificat d'' immatriculation, en l'' occurrence le loueur professionnel. Ce dernier peut",se faire rembourser,par le client le montant du forfait de post-stationnement dans le cadre du contrat qui les lie. Des travaux sont en cours,se faire,1,transitive,par,rembourser
"PA719624,Couillard, Bérangère","PA719624,2019-06-07","va effectuer, ni le lieu où il devra se rendre. Il n'' a pas toujours le droit de refuser une course car il court le risque de",se faire déclasser,", voire exclure, des plateformes. En concertation avec l'' ensemble du groupe et comme cela avait été évoqué en",se faire,1,transitive,0,déclasser
"PA719624,Couillard, Bérangère","PA719624,2019-06-07","va effectuer, ni le lieu où il devra se rendre. Il n'' a pas toujours le droit de refuser une course car il court le risque de","se faire déclasser, voire exclure",", des plateformes. En concertation avec l'' ensemble du groupe et comme cela avait été évoqué en commission, nous avons",se faire,1,transitive,0,exclure
"PA335612,Lecoq, Jean-Paul","PA335612,2019-06-07",", met les budgets hospitaliers sens dessus dessous : certains hôpitaux n'' arrivent plus à trouver de médecins, qui",se font désormais rémunérer,"exclusivement sous cette forme par d'' autres. Bref, notre société va se dégradant, et les dispositions que vous",se faire,1,transitive,par,rémunérer
"PA720996,El Guerrab, M''jid","PA720996,2019-06-17","de résolution. La parole est à M. M''jid El Guerrab . Comme l'' écrivait Frédéric Ozanam en 1836, "" souvent la fraude",se fait précéder,"d'' un fantôme de loyauté "". En d'' autres termes, la fraude est avant tout une faute morale. Les chiffres sont édifiants,",se faire,1,transitive,de,précéder
