Name,Reference,Left,KWIC,Right,variant,potential_passive,verb_transitivity,complement,lemma
"PA722142,Ruffin, François","PA722142,2018-05-25","pas leur place sur les rayonnages des grandes surfaces, qui en sont exclus, qui ne sont pas assez gros. Parce que les PME",se font ratiboiser,"par la grande distribution, par les quatre centrales. Alors, je les accompagne pour que les petites boîtes gagnent du",se faire,1,transitive,par,ratiboiser
"PA267801,Jégo, Yves","PA267801,2018-05-25","aller dîner chez eux, s'' ils m'' invitent et s'' ils cuisinent des produits frais ! C '' est une manière un peu particulière de",se faire inviter,"! Contrairement à ce que j'' ai entendu dans cet hémicycle, manger bien ne coûte pas forcément plus cher ; cela demande",se faire,1,transitive,0,inviter
"PA719242,Moreau, Jean-Baptiste","PA719242,2018-05-25","est, selon moi, trop rigide et technique, et n'' est pas du niveau de la loi. Par ailleurs, même si small is beautiful –",je vais encore me faire incendier,"parce que j'' emploie des termes anglais ... –, la petite taille de l'' exploitation n'' est pas forcément un gage de qualité",se faire,1,transitive,0,incendier
"PA722142,Ruffin, François","PA722142,2018-05-26",économiques ne me va pas. C '' est un problème de fond : certains amendements de la commission du développement durable,se font retoquer,"en commission des affaires économiques. De manière plus générale, l'' ensemble du projet de loi aurait d'' abord dû être",se faire,1,transitive,0,retoquer
"PA719504,Lagleize, Jean-Luc","PA719504,2018-05-31",fait pas sans quelques difficultés. Or il se trouve que certaines universités ont des biens à vendre et souhaiteraient,se faire aider,dans ce domaine. Cet amendement vise donc à autoriser la FPS à traiter les biens fonciers que pourraient lui confier les,se faire,1,transitive,0,aider
"PA721202,Coquerel, Éric","PA721202,2018-06-03","argumentons de manière assez calme ici. Je suppose que certains collègues, qui viennent d'' arriver, ont eu envie de",se faire remarquer,"en réagissant vivement à mon intervention, mais je propose que nous restions au diapason de ce qui a permis jusque - là un",se faire,1,transitive,0,remarquer
"PA2150,Mélenchon, Jean-Luc","PA2150,2018-06-05",", pour avoir été élu local, je sais bien comment cela finit. À la fin des fins, quelqu''un passe entre les dents du peigne et",se fait expulser,avec sa famille. Nous avons tous connu cela. Les élus sont alors prévenus ; ils mettent leur écharpe ; vont faire du bruit,se faire,1,transitive,0,expulser
"PA266776,Reiss, Frédéric","PA266776,2018-06-07","s'' est doté d'' une flotte de six téléphones portables, notamment pour qu'' un enfant puisse appeler ses parents ou",se faire appeler,"par eux, ou pour qu'' il puisse leur envoyer un SMS , et qu'' il a doté son CDI – centre de documentation et d'' information – de",se faire,1,transitive,par,appeler
"PA721210,Corbière, Alexis","PA721210,2018-06-07",". Le problème , on l'' a dit, est de savoir comment mettre vraiment cela en pratique lorsque l'' on constate une difficulté à",se faire écouter,". Celui qui vous parle, professeur en lycée professionnel depuis 1995, a une certaine expérience. Je ne suis d''",se faire,1,transitive,0,écouter
"PA721210,Corbière, Alexis","PA721210,2018-06-07","J '' en plaisante, mais c'' est grave, et fortement perturbateur. Les enseignants font face à de nombreuses difficultés.",Se faire respecter,"nécessite des ressources pédagogiques très concrètes. Or , je vous le dis franchement, votre proposition de loi n''",se faire,1,transitive,0,respecter
"PA721210,Corbière, Alexis","PA721210,2018-06-07","les établissements scolaires un adulte, un surveillant capable d'' épauler un pédagogue face à une difficulté pour",se faire respecter,"? J'' affirme ici que ce n'' est pas le cas. Par exemple, dans le premier degré, un maître, une maîtresse face à un élève",se faire,1,transitive,0,respecter
"PA721960,Obono, Danièle","PA721960,2018-06-07","aux États-Unis . Oliver Wendell Holmes écrit ainsi que "" la meilleure épreuve de vérité est le pouvoir d'' une pensée de",se faire accepter,"dans la compétition du marché "" – competition of the market. "" C'' est une expérimentation, de même que la vie tout entière",se faire,1,transitive,0,accepter
"PA721750,Calvez, Céline","PA721750,2018-06-07","d'' exprimer ses idées sans être parasité par des informations erronées. Parfois, ce sont les médias eux-mêmes qui",se font duper,"et qui relaient des informations complètement fausses. Auparavant, il était impossible d'' obtenir une décision de",se faire,1,transitive,0,duper
"PA642847,Bazin, Thibault","PA642847,2018-06-08","que je vous dois, monsieur le président, je voudrais vous faire une proposition – j'' ai bien compris mercredi soir que",je risquais de me faire fouetter,si je vous faisais des suggestions. C '' est donc vous qui déciderez en dernier ressort. Ma proposition est la suivante :,se faire,1,transitive,0,fouetter
"PA856,Cherpion, Gérard","PA856,2018-06-12","les conditions d'' accès aux formations. Si la personne en recherche d'' une formation ne peut y accéder, devra -t - elle",se faire aider,"par un tiers ? La parole est à Mme la ministre . Tout d'' abord, ne confondons pas les rôles de chacun. Les OPCA ne se sont",se faire,1,transitive,par,aider
"PA717379,Maillard, Sylvain","PA717379,2018-06-12","en charge les frais de formation, de validation des acquis de l'' expérience ou de bilan de compétences engagés et à",se faire ensuite rembourser,"par la Caisse des dépôts et consignations , dans la limite des sommes créditées, sur la base des droits acquis au titre",se faire,1,transitive,par,rembourser
",",",2018-06-12","en charge les formations liées au CPF sous réserve d'' un accord d'' entreprise. Dans ce cas - là, elles ont la faculté de",se faire rembourser,"par la Caisse des dépôts et consignations au titre du co-investissement. En revanche, elles pourront faire l'' avance",se faire,1,transitive,par,rembourser
"PA721062,Ratenon, Jean-Hugues","PA721062,2018-06-14",. C '' est donc un frein important au changement d'' emploi : un salarié formé par une entreprise X aura plus de mal à,se faire embaucher,par une entreprise Y parce qu'' il aura un diplôme issu de la première entreprise. Nous voyons dans ce dispositif un recul,se faire,1,transitive,par,embaucher
"PA267306,Chassaigne, André","PA267306,2018-06-15",tenus sur convocation délivrée par Pôle emploi . On pourrait très bien imaginer qu'' un demandeur d'' emploi puisse,se faire accompagner,"lors de ces entretiens, ce qui représenterait une forme de rééquilibrage dans les relations entre demandeurs d''",se faire,1,transitive,0,accompagner
"PA720386,Di Filippo, Fabien","PA720386,2018-06-21",La République en marche a qualifié cette proposition de résolution de texte d'' émotion. Incroyable ! Des policiers,se font agresser,", des commerçants voient leurs commerces ruinés, des habitants doivent se terrer chez eux pour ne pas prendre le risque",se faire,1,transitive,0,agresser
"PA722038,Adam, Damien","PA722038,2018-06-21","article de la proposition met en difficulté les personnes bénéficiant d'' un bien à titre gratuit, qui pourraient",se faire déloger,"sans possibilité de recours si le texte venait à être adopté. Pour toutes ces raisons, le groupe La République en marche",se faire,1,transitive,0,déloger
"PA609726,Aubert, Julien","PA609726,2018-06-21","ne pourrez pas agir. "" Pas de paiements de loyer, des cours juridiques gratuits pour savoir comment il était en train de",se faire avoir,"; et puis, au bout de deux ans et demi, son locataire lui a dit qu'' il était au bout de ses recours et qu'' il s'' en irait une",se faire,1,transitive,0,avoir
"PA609726,Aubert, Julien","PA609726,2018-07-03","Bazin . C '' est une usurpation d'' identité ! Donc, cet article lui cause un préjudice, puisqu'' il passe pour un député qui",se fait recadrer,"par le Premier ministre . En visant les "" cas litigieux pouvant causer un dommage "", vous lancez en réalité un processus",se faire,1,transitive,par,recadrer
"PA718978,Laqhila, Mohamed","PA718978,2018-07-05",". Bien sûr, nous partageons la volonté du Sénat de protéger le consommateur en lui permettant, en cas de fraude, de",se faire rembourser,"par le prestataire tiers. Nous ne sommes toutefois d'' accord ni avec la solution adoptée par le Sénat , ni avec la méthode",se faire,1,transitive,par,rembourser
"PA720318,Zannier, Hélène","PA720318,2018-07-05",", les intercommunalités qui auront décidé de transférer les compétences eau ou assainissement à un syndicat pourront",se faire représenter,"au conseil d'' administration par un conseiller municipal, même s'' il n'' est pas conseiller communautaire. Toutes les",se faire,1,transitive,par,représenter
"PA267336,Giraud, Joël","PA267336,2018-07-12","que nous souhaitions vous soumettre dans ce débat d'' orientation budgétaire. Et vive la France pour dimanche ! Ah ,",vous vouliez vous faire applaudir,"par tout le monde ! On va gagner ! La parole est à Mme Amélie de Montchalin . Monsieur le président, messieurs les",se faire,1,transitive,par,applaudir
"PA702052,Sage, Maina","PA702052,2018-07-13",", notre assemblée est paritaire depuis plus de quinze ans maintenant, ce qui a effectivement permis aux femmes de",se faire élire,". Cela a été un combat, je vous assure : au début, bien évidemment, les gens critiquaient le nouveau système, et cela s''",se faire,1,transitive,0,élire
"PA1874,Le Fur, Marc","PA1874,2018-07-17","que deux membres du Gouvernement appliquent ce qui, jusqu'' à présent, était une coutume ? On savait que M. Hollande ne",se faisait pas obéir,de M. Le Drian : cela a été le cas pendant plusieurs années. On constate à présent que l'' actuel président de la République,se faire,1,transitive,de,obéir
"PA1874,Le Fur, Marc","PA1874,2018-07-17",plusieurs années. On constate à présent que l'' actuel président de la République et l'' actuel premier ministre ne,se font pas obéir,"par deux membres du Gouvernement . Je vous pose une question très simple, madame la garde des sceaux : les deux membres du",se faire,1,transitive,par,obéir
"PA720468,Chenu, Sébastien","PA720468,2018-07-17",", madame la ministre ? Ça , ce n'' est pas bien ! Ce mépris pour la représentation nationale est scandaleux ! Le jour où",vous vous ferez élire,", madame la ministre, vous pourrez nous donner des leçons ! La parole est à M. Erwan Balanant , pour un rappel au règlement",se faire,1,transitive,0,élire
"PA722110,Wulfranc, Hubert","PA722110,2018-07-18","On vous a posé des questions, madame la garde des sceaux ! Oui, monsieur le député, je vais répondre. Quand vous êtes élu,",vous vous faites engueuler,"sur les marchés ! Vous savez, quand on est ministre, on se fait engueuler à la fois sur les marchés et à Paris... Vous nous",se faire,1,transitive,0,engueuler
",",",2018-07-18","je vais répondre. Quand vous êtes élu, vous vous faites engueuler sur les marchés ! Vous savez, quand on est ministre, on",se fait engueuler,"à la fois sur les marchés et à Paris... Vous nous demandez de constitutionnaliser la règle "" un député et un sénateur par",se faire,1,transitive,0,engueuler
"PA606171,Ferrand, Richard","PA606171,2018-07-18","effet, le corps électoral a la possibilité, tous les cinq ans pour les députés et tous les six ans pour les sénateurs, de",se faire représenter,différemment. Avis défavorable. Quel est l'' avis du Gouvernement ? Même avis. Je mets aux voix l'' amendement n° 1201. La,se faire,1,transitive,0,représenter
"PA608011,Pueyo, Joaquim","PA608011,2018-07-19",– j'' étais monté à Surdon – un jeune de ma connaissance qui n'' avait pas d'' autre choix que de se rendre à Paris pour,se faire examiner,par un médecin sans attendre six mois. Eh oui ! C '' est un problème réel ! De telles fractures existent dans tous les,se faire,1,transitive,par,examiner
"PA720100,Pradié, Aurélien","PA720100,2018-07-20",! Ce ne sont pas vos vociférations qui nous contraignent. Combien de temps vous a -t - il fallu pour l'' accepter ? Le paon va,se faire plumer,"! Donc, premièrement, je n'' accepte évidemment pas ce procès en volonté d'' étouffement. Cette volonté ne vient pas de",se faire,1,transitive,0,plumer
",",",2018-07-23","Alors que nous parlons beaucoup de monétisation, je veux apporter un élément factuel : aucun organisme de formation ne",se fait payer,en heures ; l'' organisme de formation perçoit des euros. La question est donc : qui le paye en euros et sur quelle base ? On,se faire,1,transitive,0,payer
"PA608416,Hetzel, Patrick","PA608416,2018-07-23","à M. Patrick Hetzel , pour soutenir l'' amendement n° 196. Cet amendement vise à faire en sorte que les salariés puissent",se faire aider,", y compris dans la phase de présentation d'' un projet de transition professionnelle, par des opérateurs de bilan de",se faire,1,transitive,0,aider
"PA720386,Di Filippo, Fabien","PA720386,2018-07-25","pourrez le faire dans le débat. La parole est à M. le ministre d'' État , ministre de l'' intérieur. Suspension de séance ! On",se fait piétiner,"en permanence ! Mes chers collègues , un peu de calme ! Monsieur le président, madame la rapporteure de la commission des",se faire,1,transitive,0,piétiner
"PA721564,Fajgeles, Élise","PA721564,2018-07-26",il n'' est pas toujours nécessaire que la procédure ait lieu dans le dialecte particulier du demandeur pour que celui-ci,se fasse comprendre,". Avis défavorable. La parole est à Mme Nadia Essayan , pour soutenir l'' amendement n° 222. Cet amendement porte lui",se faire,1,transitive,0,comprendre
"PA342415,Battistel, Marie-Noëlle","PA342415,2018-07-26","langue à tout moment devant l'' Office français des réfugiés et apatrides ou la Cour nationale du droit d'' asile "", afin de",se faire comprendre,"au mieux. Même s'' il a déclaré comprendre une langue au moment de son accueil, on peut en effet constater, in fine, qu'' il",se faire,1,transitive,0,comprendre
"PA719608,Ménard, Emmanuelle","PA719608,2018-07-26","le fort accroissement du nombre de bénéficiaires de l'' AME était directement lié au nombre de personnes immigrées, qui",se font massivement soigner,"grâce à elle. Le Sénat s'' est emparé de ce sujet – il était temps ! – et a, me semble -t - il, apporté une solution mesurée ou",se faire,1,transitive,0,soigner
"PA721564,Fajgeles, Élise","PA721564,2018-07-26","trois raisons. Une raison d'' humanité, tout d'' abord : toute personne présente sur le territoire français a le droit de",se faire soigner,". Même les Français ! Ce sont les valeurs de la France . Une raison de santé publique, ensuite : si elles ne sont pas prises",se faire,1,transitive,0,soigner
"PA721564,Fajgeles, Élise","PA721564,2018-07-26","à l'' État parce qu'' ils abuseraient de notre système de santé. Cependant, les personnes qui se présentent aux urgences",se font soigner,"– les médecins ne demandent pas à l'' État l'' autorisation de les soigner, et c'' est bien normal. Nous risquerions donc un",se faire,1,transitive,0,soigner
"PA720430,Bernalicis, Ugo","PA720430,2018-07-30",", et l'' on en arrive à des situations ubuesques où des patrouilles de police, mobilisées pour les surveiller,",se font elles-mêmes attaquer,"– Mme la rapporteure l'' a rappelé tout à l'' heure – dans le cadre de véritables guet-apens. Peut-être que, plutôt que de",se faire,1,transitive,0,attaquer
"PA719558,Balanant, Erwan","PA719558,2018-08-01","chemin quand on leur manque de respect en raison de leur sexe – et seulement en raison de leur sexe –, car elles risquent de",se faire insulter,", voire frapper, si elles protestent. Cette tolérance à l'' outrage sexiste se poursuit aujourd''hui sur le web et les",se faire,1,transitive,0,insulter
"PA719558,Balanant, Erwan","PA719558,2018-08-01","chemin quand on leur manque de respect en raison de leur sexe – et seulement en raison de leur sexe –, car elles risquent de","se faire insulter, voire frapper",", si elles protestent. Cette tolérance à l'' outrage sexiste se poursuit aujourd''hui sur le web et les réseaux sociaux,",se faire,1,transitive,0,frapper
"PA722142,Ruffin, François","PA722142,2018-09-12","combien la situation des agriculteurs est difficile – un sur trois gagne moins de 350 euros par mois, et les producteurs",se font bouffer,"par les Lactalis , Bigard et Leclerc –, rendre les indicateurs obligatoires paraissait un minimum. Quand vous nous",se faire,1,transitive,par,bouffer
"PA722008,Leguille-Balloy, Martine","PA722008,2018-09-13",". Il faut aussi que les agriculteurs, les producteurs s'' emparent des outils de la voie judiciaire. Il faut qu'' ils",se fassent respecter,. Nous sommes aussi là pour cela. Mais ne nous demandez pas d'' aller au-delà de ce que peut faire le droit et ne croyez pas qu,se faire,1,transitive,0,respecter
"PA332228,Benoit, Thierry","PA332228,2018-09-14","grands. De ce fait, les entreprises familiales ne peuvent plus lutter lorsqu'' elles répondent à des marchés. Elles",se font manger,parce que les grands groupes se parlent entre eux. Quant aux entreprises industrielles de taille familiale – celles,se faire,1,transitive,0,manger
"PA722162,Turquois, Nicolas","PA722162,2018-09-14","lesquelles était inscrit le mot "" assassin "". Lorsqu'' ils connaissent des difficultés financières et qu'' en plus, ils",se font traiter,"d'' assassins, on peut craindre le pire. Je ne peux pas supporter d'' entendre de tels propos dans cet hémicycle. Gardons",se faire,1,transitive,0,traiter
"PA1960,Leroy, Maurice","PA1960,2018-09-14",des présidents a clairement réaffirmé le contraire. Ce n'' est pas ce que nous avons fait en première lecture !,Vous vous ferez représenter,"en conférence des présidents ! Pour ma part, je ne peux pas prendre une autre position que celle qu'' elle a exprimée. C ''",se faire,1,transitive,0,représenter
"PA607846,Darmanin, Gérald","PA607846,2018-09-18",– on le voit lors des montages fiscaux frauduleux – sont souvent le fait de sociétés. Le gogo choisit peut-être de,se faire avoir,", et le truand sait à qui il s'' adresse. Cette personne physique ou morale, qui a "" intentionnellement "" – le mot est très",se faire,1,transitive,0,avoir
"PA720430,Bernalicis, Ugo","PA720430,2018-09-18","délit de fonctionner comme cela. Cela revient à dire : "" Écoutez , vous pouvez être des délinquants financiers, mais si",vous vous faites prendre,"... Il y a toutes les fois où vous n'' avez pas été pris. Ça pourra entrer dans vos bilans. "" À la différence de la CJIP , dans un",se faire,1,transitive,0,prendre
"PA720692,Roussel, Fabien","PA720692,2018-09-19","d'' étudier comment le contribuable a pu frauder à ce niveau, et d'' appliquer la peine correspondante. Vous dites que",nous allons nous faire retoquer,par le Conseil constitutionnel au motif qu'' on ne peut pas imposer de double peine. Le Conseil constitutionnel a,se faire,1,transitive,par,retoquer
"PA331481,Le Maire, Bruno","PA331481,2018-09-25",nos capacités de recherche et de technologie pour faire face à la Chine et aux États-Unis . Si certains veulent,se faire écraser,"comme dans un casse-noix par les deux grandes puissances que sont aujourd''hui la Chine et les États-Unis , grand bien",se faire,1,transitive,par,écraser
"PA719420,Sommer, Denis","PA719420,2018-09-25",agriculture dont il relève... Il n'' y aura plus personne dans les chambres d'' agriculture ! Elles seront vides ! ... pour,se faire accompagner,parce qu'' il a des difficultés pour accéder au portail ou remplir les formulaires nécessaires pourra parfaitement le,se faire,1,transitive,0,accompagner
"PA719850,Motin, Cendra","PA719850,2018-09-27","proposerons une forme d'' audit légal plus adaptée aux spécificités de nos entreprises, qui leur laisse la liberté de",se faire accompagner,et permette aux commissaires aux comptes de mieux faire connaître et valoriser leurs missions auprès des entreprises,se faire,1,transitive,0,accompagner
"PA719850,Motin, Cendra","PA719850,2018-09-27","notamment au volet consacré à l'' ouverture du capital des entreprises, pour laquelle nos PME et TPE auront besoin de",se faire accompagner,– ce qui est le but de l'' audit légal PME. Il en ira de même pour la mise en œuvre des accords d'' intéressement. Souvent les,se faire,1,transitive,0,accompagner
"PA722142,Ruffin, François","PA722142,2018-09-28","pas sur les rayonnages des grandes surfaces, qui en sont exclus parce que l'' entreprise n'' est pas assez grosse. Les PME",se font ratiboiser,"par la grande distribution, par les quatre centrales. Alors je les accompagne pour que les petites boîtes gagnent des",se faire,1,transitive,par,ratiboiser
"PA721134,Lescure, Roland","PA721134,2018-10-03",n'' est pas médiocre mais qu'' il pourrait tout de même s'' améliorer nettement. Autre point très important : Air France va,se faire siphonner,en payant des tarifs absolument scandaleux. Les destins d'' Air France et de Charles de Gaulle sont intimement liés. Si,se faire,1,transitive,0,siphonner
"PA334149,Fasquelle, Daniel","PA334149,2018-10-04","qu'' il n'' a qu'' à traverser la rue pour trouver un travail. Eh oui, tout cela a été dit ! Et j'' imagine mal le général de Gaulle",se faire prendre,"en photo avec quelqu''un qui lui fait un doigt d'' honneur ! S '' il vous plaît, chers collègues ! Laissez donc le général de",se faire,1,transitive,0,prendre
"PA608172,Pires Beaune, Christine","PA608172,2018-10-09",". Certaines séquences de cette enquête donnent la nausée. On voit une journaliste réussissant, en quelques minutes, à",se faire embaucher,"comme aide-soignante tout en indiquant qu'' elle n'' a aucune formation ni aucun diplôme. Le lendemain, elle se retrouve",se faire,1,transitive,0,embaucher
"PA720546,Bruneel, Alain","PA720546,2018-10-11","de la mutuelle. Quand on demande à nos concitoyens s'' il leur est arrivé, au cours des douze derniers mois, de renoncer à",se faire soigner,", 30 % d'' entre eux répondent par l'' affirmative. Des médecins de plus en plus éloignés du lieu de vie, des soins de moins en",se faire,1,transitive,0,soigner
"PA605036,Abad, Damien","PA605036,2018-10-11","qui s'' applique dans le cas d'' une personne, travaillant par exemple dans une collectivité locale, qui",se fait renverser,par une mobylette en traversant la rue pour donner son sang ? La Cour de cassation semble indiquer que c'' est davantage la,se faire,1,transitive,par,renverser
"PA720684,Dumont, Pierre-Henri","PA720684,2018-10-16","000 habitants comptait sept médecins généralistes. Ce n'' était pas énorme, mais chaque habitant trouvait le moyen de",se faire soigner,". Quelques semaines après mon arrivée, deux de ces médecins sont partis s'' installer dans une zone franche de la grande",se faire,1,transitive,0,soigner
"PA720386,Di Filippo, Fabien","PA720386,2018-10-16","Pas parce qu'' ils sont en meilleure santé mais parce que, petit à petit, l'' accès plus difficile aux soins les dissuade de",se faire soigner,". C '' est cette iniquité que nous devons très rapidement combattre. Très bien ! Dans cette discussion commune, la parole",se faire,1,transitive,0,soigner
"PA607846,Darmanin, Gérald","PA607846,2018-10-18",pas le contrôle. Or je constate que certains élus augmentent la fiscalité locale et que d'' autres la baissent. Certains,se font même élire,"sur un programme qui prévoit une augmentation de la fiscalité : vous les combattez au niveau national, mais c'' est une",se faire,1,transitive,0,élire
"PA719930,Vallaud, Boris","PA719930,2018-10-23",", pour le diabète, comment seront calculés les forfaits, comment seront répartis les forfaits si un patient veut",se faire soigner,"dans plusieurs hôpitaux dans la même année, quels seront les établissements qui y gagneront et ceux qui y perdront, si",se faire,1,transitive,0,soigner
"PA722252,Rixain, Marie-Pierre","PA722252,2018-10-23",", seules 58 % des 1 043 agricultrices qui devraient bénéficier d'' un congé de maternité chaque année sont en mesure de",se faire remplacer,"et ainsi de pouvoir s'' arrêter le temps de la grossesse. À la problématique du remplacement, s'' ajoute souvent celle des",se faire,1,transitive,0,remplacer
"PA722142,Ruffin, François","PA722142,2018-10-25","analyse, c'' est que c'' est à cause du trop grand nombre de contrôles ; nous, nous pensons que c'' est parce que l'' industrie",se fait dévorer,"par le capital. Sanofi a versé cette année 6,6 milliards d'' euros à ses actionnaires, dont 2,7 milliards correspondant",se faire,1,transitive,par,dévorer
"PA508,Biémouret, Gisèle","PA508,2018-10-26","' ils sont mal accompagnés et mal informés et qu'' ils sont pauvres, ne peuvent pas, par exemple, se rendre à Toulouse pour",se faire soigner,correctement. Ce sont ces difficultés - là que je souhaite évoquer. Je fais partie du conseil de surveillance du centre,se faire,1,transitive,0,soigner
"PA720286,Fiat, Caroline","PA720286,2018-10-26","n'' est pas possible pour toutes et tous. Selon un sondage publié début octobre, près d'' un Français sur trois a renoncé à",se faire soigner,"au cours des douze derniers mois, en raison, dans la moitié des cas – 51 % – d'' un reste à charge trop élevé après",se faire,1,transitive,0,soigner
"PA267780,Firmin Le Bodo, Agnès","PA267780,2018-10-26","rappelle que la campagne de vaccination antigrippale a démarré le 6 octobre. Il est encore temps, chers collègues, de",se faire vacciner,– je m'' adresse aussi aux spectateurs qui nous regardent. Comme je n'' exerce pas dans une région concernée par l'',se faire,1,transitive,0,vacciner
"PA642788,Véran, Olivier","PA642788,2018-10-26","' industriel si le médicament est plus innovant qu'' on ne pensait, ou au contraire – conformément au principe de l'' ATU – à",se faire rembourser,par le laboratoire si le prix qui avait été fixé se révèle plus important que celui justifié à l'' issue des études,se faire,1,transitive,par,rembourser
"PA718926,Dharréville, Pierre","PA718926,2018-10-26","de ces victimes. J '' en rencontre de nombreuses, comme sans doute chacune et chacun d'' entre vous. Elles ont du mal à",se faire reconnaître,", à se faire indemniser. C '' est pourquoi nous demandons au Gouvernement , par cet amendement, de remettre au Parlement ,",se faire,1,transitive,0,reconnaître
"PA718926,Dharréville, Pierre","PA718926,2018-10-26","' en rencontre de nombreuses, comme sans doute chacune et chacun d'' entre vous. Elles ont du mal à se faire reconnaître, à",se faire indemniser,". C '' est pourquoi nous demandons au Gouvernement , par cet amendement, de remettre au Parlement , dans un délai de six",se faire,1,transitive,0,indemniser
"PA605131,Castaner, Christophe","PA605131,2018-10-30","nos concitoyens pour la même raison. Dans la rue, au travail, dans leur vie quotidienne, à l'' université, des personnes",se font insulter,"de vive voix, menacer, et vous-même en faites partie – c'' est pourquoi vous faites l'' objet, à juste titre, d'' une",se faire,1,transitive,0,insulter
"PA720878,Saint-Martin, Laurent","PA720878,2018-10-30","de vos lointains prédécesseurs, André Tardieu , déclarait dans les années 1930 : "" Lorsqu'' un président du conseil veut",se faire applaudir,"sur tous les bancs, il lui suffit d'' annoncer la réforme administrative, car personne ne sait ce que cela veut dire. """,se faire,1,transitive,0,applaudir
"PA721896,Faucillon, Elsa","PA721896,2018-10-31","illustrer mon propos, j'' évoquerai l'' affaire Mondadori France , du nom de cette entreprise, rentable, qui s'' apprête à",se faire racheter,par Reworld Media . Cette opération risque d'' entraîner la suppression de 700 CDI et de centaines d'' emplois de pigistes,se faire,1,transitive,par,racheter
"PA608016,Louwagie, Véronique","PA608016,2018-11-08",irrégulière à Mayotte . Il est donc très difficile d'' estimer le coût des dépenses de santé de ces personnes qui peuvent,se faire soigner,"au centre hospitalier de Mayotte , où elles représentent environ 40 % des entrées, ou en ville. Cette dernière donnée",se faire,1,transitive,0,soigner
"PA267901,Kamardine, Mansour","PA267901,2018-11-08",y est assurée à 90 % par le centre hospitalier. Or celui-ci ne peut plus soigner les assurés sociaux comme vous et moi.,Nous sommes invités à nous faire soigner,"en ville, où l'' offre de soin n'' est pas non plus développée. Quand on est assuré social, il faut quitter pour Mayotte et",se faire,1,transitive,0,soigner
"PA643210,Lecornu, Sébastien","PA643210,2018-11-08","être l'' objet d'' un vrai débat. Bref, je comprends bien votre grille de lecture de la situation mais, encore une fois,",je ne peux pas me faire enguirlander,"d'' un côté parce que nous laisserions trop d'' EPCI sur le bord de la route et, de l'' autre, parce que nous voulons être un peu",se faire,1,transitive,0,enguirlander
"PA1874,Le Fur, Marc","PA1874,2018-11-12",un dispositif qui date de l'' époque de Jean-Pierre Raffarin : un crédit d'' impôt visant à permettre aux agriculteurs de,se faire remplacer,"pour prendre quelques jours de liberté, en salariant un ouvrier agricole ou un autre agriculteur. Le temps est rare,",se faire,1,transitive,0,remplacer
"PA1874,Le Fur, Marc","PA1874,2018-11-12","avait entraperçue, tient à ce que la trésorerie du fisc, en quelque sorte, sera confiée à nos compatriotes, lesquels",se feront rembourser,", mais avec plusieurs mois voire plus d'' une année de retard. Dès janvier, il sera procédé à un reversement, calculé en",se faire,1,transitive,0,rembourser
"PA268019,Lagarde, Jean-Christophe","PA268019,2018-11-13","attendus, seuls 260 millions seront consacrés à la transition énergétique. Les Français ont l'' impression de",se faire avoir,". Or, pour que ces taxes soient légitimes, elles ne doivent pas les piéger, mais les accompagner, pour leur permettre de",se faire,1,transitive,0,avoir
"PA719608,Ménard, Emmanuelle","PA719608,2018-11-13","politiciennes, comme vous le faites, et d'' accuser certains de nos collègues de monopoliser la parole et de vouloir",se faire remarquer,dans l'' hémicycle. C '' est vraiment lamentable ! La parole est à M. le ministre. Nous allons pouvoir aborder le fond de ce,se faire,1,transitive,0,remarquer
"PA607846,Darmanin, Gérald","PA607846,2018-11-14",qui seraient le moins contrôlées. C '' est statistiquement faux : elles ont au contraire 40 % plus de probabilités de,se faire contrôler,"qu'' une PME. De même, les personnes les plus riches sont plus souvent contrôlées que celles qui le sont moins.",se faire,1,transitive,0,contrôler
"PA722202,Jumel, Sébastien","PA722202,2018-11-15","de l'' intervention de Gilles Carrez . Lorsqu'' Emmanuel Macron a décidé de supprimer l'' exit tax, il n'' avait pas prévu de",se faire rattraper,"après-demain, le 17 novembre, par des millions de Français – ceux qui "" clopent "", ceux qui "" roulent au diesel "" – qui n''",se faire,1,transitive,par,rattraper
"PA1874,Le Fur, Marc","PA1874,2018-11-15",", dans notre société, à ne pas avoir droit à des vacances. Grâce à ce crédit d'' impôt, ils peuvent maintenant partir et",se faire remplacer,"; ils sont même encouragés à le faire. Ce crédit d'' impôt existe dans notre droit. Simplement, par une bizarrerie, on le",se faire,1,transitive,0,remplacer
"PA610654,Nilor, Jean-Philippe","PA610654,2018-11-15","MM . Letchimy et Gomès maintiennent leurs amendements, je tiens à leur apporter un soutien sans faille. Bpifrance doit",se faire rappeler,"à l'' ordre par le Gouvernement afin qu'' elle mette en œuvre des dispositions qui ont été votées. En soi, il est déjà grave",se faire,1,transitive,par,rapeller
"PA607846,Darmanin, Gérald","PA607846,2018-11-15","crois que nous avons déjà fait de bons progrès, et vous ne devriez pas décourager les élèves qui progressent, car s'' ils",se font engueuler,"quand ils font des progrès, après ils en font moins. C '' est beau comme du Blanquer ! Je pourrais toutefois présenter les",se faire,1,transitive,0,engueuler
"PA719146,Acquaviva, Jean-Félix","PA719146,2018-11-15","à gagner pour la taxe de séjour, nous privilégions, je le répète, une écotaxe comportementale : les bons conducteurs",se feraient rembourser,"et les mauvais seraient sanctionnés, d'' autant que cette taxe est calculée en parts fixes qui dépendent du taux d''",se faire,1,transitive,0,rembourser
