Reference,Left,KWIC,Right
"PA722398,2017-11-15,Rebeyrotte, Rémy",pour donner du pouvoir politique aux territoires. Très bien ! La parole est à M. Rémy Rebeyrotte . La pente du FPIC a,été arrêtée,"dès l'' origine. Elle a été suspendue l'' année dernière, ce qui vous donne satisfaction. La somme a été bloquée à 1"
"PA722398,2017-11-15,Rebeyrotte, Rémy","du FPIC a été arrêtée dès l'' origine. Elle a été suspendue l'' année dernière, ce qui vous donne satisfaction. La somme a",été bloquée,"à 1 milliard d'' euros, que nous allons maintenir cette année. Cette rupture dans l'' inclinaison de la pente s'' est donc"
"PA608016,2017-11-15,Louwagie, Véronique","avis diffèrent, c'' est parce que les situations varient d'' un territoire à l'' autre. Le FPIC , comme d'' autres dotations,",est apprécié,"de manières bien différentes. Vous avez dit que la sortie du FPIC pouvait être vécue difficilement, mais elle est"
"PA405480,2017-11-15,Pupponi, François","heures, l'' Élysée est entré en contact avec nous pour négocier sur le sujet. Le Président de la République s''",était engagé,"à ce que les dotations ne baissent pas pour les communes de banlieue. S'' étant aperçu que tel serait le cas, il a de nouveau"
"PA906,2017-11-15,Collomb, Gérard",davantage que la somme des attributions aux contributions des deux anciens départements en 2017. Cette garantie,est appréciée,"en pourcentage des ressources de chaque fond. Quel est l'' avis de la commission ? C '' est un amendement de transition, qui"
"PA719472,2017-11-15,Cazeneuve, Jean-René","le doigt sur une erreur d'' interprétation commise cette année par la DGFIP . Pour les départements, cet abattement s''",est arrêté,"en 2016. Une compensation exceptionnelle a été appliquée, mais elle n'' aurait pas dû l'' être. Maintenant que l''"
"PA608016,2017-11-15,Louwagie, Véronique","brut, contre 0,9 point attendu en 2018. En fait, le Gouvernement n'' agit pas sur les dépenses. C '' est ainsi qu'' après s''",être engagé,"pendant la campagne à supprimer, pendant les cinq années à venir, 120 000 postes dans la fonction publique, soit 24 000"
"PA330357,2017-11-15,Dussopt, Olivier","modalités essentielles du pouvoir des collectivités, qui a été réaffirmé à maintes reprises et que le Gouvernement s''",est engagé,"à maintenir. Monsieur le ministre , comment pouvez - vous articuler cette affirmation avec l'' exposé des motifs de l''"
"PA721960,2017-11-15,Obono, Danièle","le permet le débat budgétaire, est une demande de rapport d'' information. Nous avons constaté que certains rapports",étaient acceptés,"; nous ne doutons pas que vous serez convaincus par les arguments de fond, et pas seulement guidés par la discipline de"
"PA331481,2017-11-15,Le Maire, Bruno",ou si j'' estime qu'' une ligne rouge ne peut être franchie – ce qui est en général le cas quand les finances publiques,sont engagées,". En l'' espèce, je peux m'' en remettre à la sagesse de l'' Assemblée , à 1 heure 35 du matin. La parole est à Mme Mathilde Panot ,"
"PA721458,2017-11-16,Roseren, Xavier","de l'' économie sociale et solidaire. La baisse de l'' impôt sur les sociétés, dont le taux devrait atteindre 25 % en 2022,",est engagée,"dès 2018. Un effort particulier est fait en faveur des PME, puisque le taux normal d'' impôt sur les sociétés – IS – passe de"
"PA605991,2017-11-16,Genevard, Annie","et 18 juin 2017 dans la première circonscription du Val-d''Oise , à la suite de laquelle Mme Isabelle Muller-Quoy avait",été proclamée élue,". L'' ordre du jour appelle la suite de la discussion de la seconde partie du projet de loi de finances pour 2018 (n° 235, 273"
"PA720598,2017-11-16,Deprez-Audebert, Marguerite","villes moyennes et dans les centres-bourgs. Je vous sais investi dans ce domaine, monsieur le ministre, et vous vous",êtes engagé,à conduire une mission de réflexion sur des plans stratégiques plus efficaces et surtout efficients. Il s'' agit de
"PA605991,2017-11-16,Genevard, Annie",de séance qui décide du déroulement des choses. Ne laissez pas l'' administration diriger nos débats ! Les débats,sont organisés selon une procédure arrêtée,par la conférence des présidents. C '' est ainsi que fonctionne notre institution. Il y a parmi vous des présidents de
"PA721808,2017-11-16,Crouzet, Michèle",""" grises "". Lors de la conférence des territoires du 17 juillet 2017, le Président de la République , Emmanuel Macron , s''",est engagé,sur l'' objectif d'' une couverture du territoire en haut débit d'' ici à 2020 et en très haut débit d'' ici à 2022. Cela s'' est
"PA340853,2017-11-16,Leclerc, Sébastien",de relier au numérique la totalité des territoires de notre pays ? Comment les collectivités territoriales qui se,sont engagées,dans la mise en œuvre de réseaux d'' intérêt public – RIP – vont -elles assurer les avances de trésorerie ? Si le PLF annonce
"PA721458,2017-11-16,Roseren, Xavier","Avis défavorable. Lors de la Conférence nationale des territoires du 17 juillet 2017, le Président de la République s''",est engagé,"sur l'' objectif d'' une couverture haut débit pour 2020 et très haut débit pour 2022. Les objectifs sont donc clairs,"
"PA721458,2017-11-16,Roseren, Xavier",": d'' abord, une phase d'' engagement ; puis, une phase de paiement. À l'' heure où nous parlons, 2,3 milliards d'' euros ont",été engagés,dans des projets et 208 millions d'' euros supplémentaires le seront dès 2018. Il convient également de souligner que
"PA331481,2017-11-16,Le Maire, Bruno","l'' heure, j'' émets un avis défavorable aux amendements. Quel est l'' avis du Gouvernement ? Le commerce de proximité doit",être accompagné,". C '' est ce que souhaitent tous les députés, quel que soit leur groupe. Chacun sait que dans les centres-bourgs ou les"
"PA718720,2017-11-16,Dufrègne, Jean-Paul",développé à l'' instant est effectivement édifiant : on a des bornes électriques mais plus de station ! Pour avoir,été élu,"local et avoir participé à l'' élaboration de dossiers qui mobilisaient des crédits du FISAC , j'' ai trouvé que les"
"PA718720,2017-11-16,Dufrègne, Jean-Paul",développé à l'' instant est effectivement édifiant : on a des bornes électriques mais plus de station ! Pour avoir,été élu local et avoir participé,"à l'' élaboration de dossiers qui mobilisaient des crédits du FISAC , j'' ai trouvé que les procédures étaient"
"PA719250,2017-11-16,Chassaing, Philippe","et déjà sur la table, en particulier des directives concernant l'' impôt sur les sociétés. Par ailleurs, le ministre s''",est engagé,"à harmoniser la fiscalité concernant les entreprises du GAFA , et le Gouvernement promet des résultats dans les deux"
"PA330357,2017-11-16,Dussopt, Olivier","agents de la fonction publique en 2018. Nous retrouvons ce chiffre dans le rapport, à l'' article 38. Le Gouvernement s''",est engagé,", par votre voix, par celle d'' autres ministres ou même par celle du Président de la République , à compenser"
"PA718720,2017-11-16,Dufrègne, Jean-Paul","quand il réduit les horaires d'' accueil du public ou, comme il le fait par exemple dans la circonscription dont je",suis élu,", à Lurcy-Lévis , n'' ouvre la perception que quelques heures par semaine, avec des agents non formés qui viennent"
"PA720878,2017-11-16,Saint-Martin, Laurent","moins contre l'' optimisation fiscale. Un travail au minimum bilatéral avec les autres pays, voire multilatéral, doit",être engagé,", à commencer par les pays européens. Donc, à titre personnel, je suis défavorable à ces amendements. Quel est l'' avis du"
"PA330357,2017-11-16,Dussopt, Olivier","remercie, monsieur le ministre, pour votre réponse. Pour ce qui concerne la nature de celles et ceux qui auraient pu",être contrôlés,"par ces postes supplémentaires, je comptais à vrai dire sur les instructions que vous donnerez aux services. Monsieur"
"PA721960,2017-11-16,Obono, Danièle","pas nécessaire, nous sommes ravis que notre proposition ait été reprise et que la remise de ce rapport d'' information",soit acceptée,". La parole est à Mme Danièle Obono , pour soutenir l'' amendement n° 710. L'' égalité devant la loi fiscale est aujourd''hui"
"PA721960,2017-11-16,Obono, Danièle",pas aujourd''hui dans la littérature existant sur le sujet. Les quelques demandes de rapports d'' information qui ont,été acceptées,par cette assemblée ont bien montré que le problème n'' est pas le nombre de nouveaux rapports mais l'' axe selon lequel on
"PA720892,2017-11-16,Panot, Mathilde","gros titres de l'' actualité : il y a eu les Luxleaks – je rappelle que, dans cette affaire, seuls les lanceurs d'' alerte ont",été condamnés,"– les Panama papers et les Swissleaks . Selon Le Monde diplomatique , sur les quelque 50 000 contrôles que le fisc"
"PA720430,2017-11-16,Bernalicis, Ugo",le ratio entre les contrôles effectués et la masse de contribuables à contrôler. Il s'' agit de savoir combien de fois on,est contrôlé,"dans sa vie, qu'' on soit une entreprise ou un particulier et combien d'' entreprises ont été contrôlées. Ces éléments"
"PA720430,2017-11-16,Bernalicis, Ugo","combien de fois on est contrôlé dans sa vie, qu'' on soit une entreprise ou un particulier et combien d'' entreprises ont",été contrôlées,. Ces éléments nous semblent importants à connaître pour travailler sur une hypothèse de renforcement de ces
"PA331481,2017-11-16,Le Maire, Bruno","européenne . C '' est tout de même la première fois, dans l'' histoire de l'' Union européenne , qu'' un géant du numérique",est condamné,"à verser une amende de plus de 10 milliards d'' euros. Ce n'' est pas négligeable, et je peux vous dire qu'' il faut du courage"
"PA267336,2017-11-16,Giraud, Joël",", monsieur le rapporteur général. Vous n'' êtes donc plus en marche ? Je suis désolé, mon cher collègue : j'' ai mal au dos, je",suis coincé,. Votre amendement pose un gros problème : la détermination des secteurs éligibles est totalement imprécise. Par
"PA607846,2017-11-16,Darmanin, Gérald","et de la France insoumise. Je rappelle à M. le député de la France insoumise , s'' il le permet, que les 3 millions","sont "" toute opposition comprise",""". Comme c'' est un défenseur de la générosité du partage, jusque dans la destination de ses applaudissements, je suis"
"PA720746,2017-11-16,Waserman, Sylvain","110 millions ! J '' ai été informé que l'' amendement n° 1810, dont l'' auteur, Mme Marie-Ange Magne , n'' est pas présente, a",été accepté,"et repris par la commission des finances. La parole est donc à M. le rapporteur général, pour le soutenir. Cet"
"PA720746,2017-11-16,Waserman, Sylvain","110 millions ! J '' ai été informé que l'' amendement n° 1810, dont l'' auteur, Mme Marie-Ange Magne , n'' est pas présente, a",été accepté et repris,"par la commission des finances. La parole est donc à M. le rapporteur général, pour le soutenir. Cet amendement a pour"
"PA607846,2017-11-16,Darmanin, Gérald","car, si intéressant soit -il, votre amendement, vous le savez, contredit des dispositifs existants. M . le ministre s''",est engagé,à vous réunir rapidement pour que vous puissiez travailler ensemble à résoudre l'' important problème que vous
"PA721542,2017-11-16,Verdier-Jouclas, Marie-Christine","c'' est pas mal ! Voulez - vous retirer votre amendement ou le maintenir, madame Verdier-Jouclas ? Puisque le ministre s''",est engagé,", je le retire. Nous en venons à l'' amendement n° 1501. La parole est à M. le rapporteur général. Comme précédemment, je"
"PA719060,2017-11-17,Jerretie, Christophe",à la réforme de la taxe professionnelle dont la finalisation reste à réaliser. Les amendements dont nous débattons ici,sont défendus par deux élues,"d'' Île-de-France . Pour ma part, je suis élu dans un territoire rural et l'' aménagement du territoire, nous connaissons"
"PA719060,2017-11-17,Jerretie, Christophe","à réaliser. Les amendements dont nous débattons ici sont défendus par deux élues d'' Île-de-France . Pour ma part, je",suis élu,"dans un territoire rural et l'' aménagement du territoire, nous connaissons ! Comme l'' a rappelé Amélie de Montchalin ,"
"PA721560,2017-11-17,Griveaux, Benjamin",pénalisés. Je suis par ailleurs sensible à l'' argument qui a été développé sur l'' emploi. Ce n'' est pas sérieux ! J '' ai,été élu,local. Cet amendement introduit de la concurrence entre deux activités qui génèrent de l'' emploi non délocalisable et
"PA721560,2017-11-17,Griveaux, Benjamin",que les élus locaux prennent toujours les bonnes décisions. C '' est arrivé dans la ville où je suis né et dont j'' ai,été élu,. Je bats ma coulpe. Ce n'' est pas parce que la décision sera de la responsabilité des élus locaux qu'' elle sera la plus
"PA642847,2017-11-17,Bazin, Thibault","à la commune qui ne la percevait pas. Or, comme nous le savons tous – vous aussi, monsieur le secrétaire d'' État , qui avez",été élu,"local –, l'' élaboration d'' un PLU prend du temps, ce qui est du reste gage de la concertation entre toutes les parties"
"PA720002,2017-11-17,El Haïry, Sarah","de calendrier. Cette correction, qui me semble faire l'' unanimité, est surtout destinée à protéger les communes qui",sont engagées,"dans cette démarche de classement en stations touristiques, qu'' elles soient de montagne ou littorales. Nous"
"PA721560,2017-11-17,Griveaux, Benjamin","à l'' Assemblée nationale . En application de l'' article 154 quinquies du code général des impôts, une fraction de la CSG",est admise,en déduction du revenu imposable de l'' année de paiement de celle-ci. Pour la contribution due au titre des revenus d''
"PA609245,2017-11-17,Lacroute, Valérie","à l'' article 40, il s'' en prend au dispositif Pinel . Je pourrais m'' estimer chanceuse : dans la circonscription où je",suis élue,", les principales communes sont classées en zone A ou B1 , où le dispositif est prorogé. Mais, pour les autres, c'' est un"
"PA721202,2017-11-17,Coquerel, Éric",", dans le seul but d'' offrir des réductions d'' impôts pour l'' achat d'' un logement intermédiaire. Les logements sociaux",sont attaqués,"et fragilisés. Dans le privé, le coût du logement est de plus en plus lourd pour les familles françaises, puisqu'' il"
"PA721202,2017-11-17,Coquerel, Éric",", dans le seul but d'' offrir des réductions d'' impôts pour l'' achat d'' un logement intermédiaire. Les logements sociaux",sont attaqués et fragilisés,". Dans le privé, le coût du logement est de plus en plus lourd pour les familles françaises, puisqu'' il représente"
"PA719404,2017-11-17,Le Gac, Didier","Didier Le Gac. J '' ai bien pris note des assurances données par le Gouvernement , par la voix de M. secrétaire d'' État qui s''",est engagé,"à repenser la stratégie en matière de logement, notamment en ce qui concerne le zonage. La métropole de Brest est"
"PA337483,2017-11-17,Letchimy, Serge","défiscalisation, notamment bien sûr du dispositif Pinel . Il faut savoir que, compte tenu des dispositifs qui avaient",été arrêtés,", on arrive à la fin d'' un cycle. J'' insiste beaucoup sur un point : il faut aussi prolonger le c du III de l'' article 217"
"PA337483,2017-11-17,Letchimy, Serge",". Je pense, très sincèrement, que vous avez été mal conseillé pour la rédaction de cet amendement. Le Président Macron a",été élu,"il y a environ sept mois. Des gens ont, en toute confiance, commencé à utiliser le dispositif Pinel . Décider sept mois"
"PA722030,2017-11-17,Bournazel, Pierre-Yves","le mot "" déposé "" et de retenir, comme date ultime d'' acquisition, le 31 décembre 2019. Sous réserve que ces dispositions",soient acceptées,", nous voterons l'' amendement n° 1897 du Gouvernement . Quel est l'' avis de la commission tout d'' abord sur le"
"PA642847,2017-11-17,Bazin, Thibault",qu'' une fois les recours purgés que les opérateurs peuvent lancer la commercialisation – c'' est en tout cas ce qui leur,est conseillé,", par prudence. Il faudrait alors qu'' en trois mois, ils obtiennent suffisamment de réservations de logements pour"
"PA720546,2017-11-17,Bruneel, Alain","10 000 à 18 000 euros et le taux de 18 % à 30 %. Quelle que soit la niche, Madelin ou Pinel , ce sont ceux qui ont de l'' argent qui",sont aidés,! Je m'' inquiète aussi de ce que ce dispositif va encore diminuer le rendement de l'' impôt sur le revenu. Dans quel but ? Et
"PA608016,2017-11-17,Louwagie, Véronique","prenez contribuera à accentuer la fracture territoriale. Quand on est, comme moi, députée d'' un territoire rural – je",suis élue,"de l'' Orne –, on ne peut que se montrer très attentive à cette question. Écoutez ces quelques chiffres : les territoires"
"PA721896,2017-11-17,Faucillon, Elsa",", que je trouve pour le moins étonnante, compte tenu des défis que nous devons relever face à la crise du logement. Je",suis élue,"dans les Hauts-de-Seine , c''est-à-dire dans une zone tendue, mais je comprends que, sur les territoires dont nos"
"PA721960,2017-11-17,Obono, Danièle",en outre un alignement de notre taux avec ce qui se fait chez nos partenaires britanniques. Si cet amendement,était accepté,"et que les transactions infra-journalières étaient taxées au même titre que les autres transactions, cela"
"PA607846,2017-11-17,Darmanin, Gérald","en expliquer les raisons. Votre amendement va à l'' encontre du but que vous visez. Ah ? En effet, votre proposition peut",être comprise,"comme une autorisation généralisée de non-respect des obligations de production de justificatifs, qui"
"PA607846,2017-11-17,Darmanin, Gérald","en expliquer les raisons. Votre amendement va à l'' encontre du but que vous visez. Ah ? En effet, votre proposition peut",être comprise comme une autorisation généralisée,"de non-respect des obligations de production de justificatifs, qui introduirait alors une obligation d'' envoi sur"
"PA607846,2017-11-17,Darmanin, Gérald",je doute qu'' il trouve une application concrète sur la base des explications que vous avez avancées. Il risque plutôt d'',être compris,comme une demande généralisée de non-respect des obligations déclaratives alors que le lien entre les justificatifs
"PA607846,2017-11-17,Darmanin, Gérald",je doute qu'' il trouve une application concrète sur la base des explications que vous avez avancées. Il risque plutôt d'',être compris comme une demande généralisée,de non-respect des obligations déclaratives alors que le lien entre les justificatifs et l'' argent versé au titre du
"PA607846,2017-11-17,Darmanin, Gérald","écologique que met en place Sébastien Lecornu sont les bons outils. D'' abord, nous essayons de financer ce qui a",été engagé,", en ajoutant 75 millions d'' euros. Pour le reste, nous verrons, notamment si les projets sont recalibrés. Le modèle sur"
"PA721498,2017-11-20,Guerini, Stanislas","obligatoire, sauf motivation spéciale du juge, une peine de privation des droits civiques : l'' impossibilité d''",être élu,", d'' exercer des fonctions publiques, de voter ou encore de représenter quelqu''un devant la justice. Nous souhaitons"
"PA721560,2017-11-20,Griveaux, Benjamin","eu les Panama papers, et je m'' enorgueillis du fait qu'' à la suite de cette première salve de révélations, la France ait",été le pays ayant engagé,le plus de poursuites pénales. C '' est cette philosophie qui semble animer ces deux amendements ; je m'' y inscris
"PA2960,2017-11-20,Woerth, Éric","que l'' Allemagne , ainsi que par la Belgique et même la Chine . Cela veut dire que les sociétés sont tenues, lorsqu'' elles y",sont contrôlées,"au titre des entreprises qu'' elles possèdent sur place, de respecter ces normes. Par conséquent, la commission et"
"PA721062,2017-11-20,Ratenon, Jean-Hugues","élevé, et beaucoup de travailleurs, privés d'' emploi, en souffrent. À La Réunion , pour ne citer que ce département où je",fus élu,"le 18 juin dernier, jamais le taux de chômage n'' est passé sous la barre des 20 % au cours des trente dernières années. C ''"
"PA607846,2017-11-20,Darmanin, Gérald",", "" les professionnels de la profession "", comme dirait Jean-Luc Godard , ont été reçus par mon cabinet, comme je m'' y",étais engagé,", madame Louwagie . Nous travaillons sur ce dossier. Nous aurons l'' occasion d'' y revenir, soit à l'' occasion d'' un"
"PA267336,2017-11-20,Giraud, Joël",", ce qui ne me semblait pas incohérent. La situation est un peu différente à présent que la ministre de la santé s''",est engagée,"à ce qu'' on sorte de cette spirale infernale et à ce qu'' on trouve une nouvelle recette. En clair, il s'' agit d'' éliminer la"
"PA607846,2017-11-20,Darmanin, Gérald","franchise, monsieur Carrez , monsieur Woerth , mesdames, messieurs les députés de la majorité, qu'' une négociation",était engagée,"avec les syndicats et que je ne pouvais proposer un texte au Parlement avant qu'' il ne fasse l'' objet de discussions,"
"PA718720,2017-11-20,Dufrègne, Jean-Paul","gel du point d'' indice et la stagnation du pouvoir d'' achat, en dépit de la promesse de campagne du candidat Macron , qui s''",était engagé,à augmenter le pouvoir d'' achat de tous les actifs – peut-être faut - il entendre que les fonctionnaires n''
"PA607846,2017-11-20,Darmanin, Gérald","le peuple, monsieur le député ? Vous savez bien que le Président de la République et la majorité parlementaire ont",été élus,"avec, dans leur programme, le rétablissement du jour de carence. C '' est ce que nous avons fait valoir auprès des"
"PA340343,2017-11-20,Saulignac, Hervé",moderne quand on était capable de s'' adapter à la singularité des territoires. De tous les territoires ? Chiche ! Je,suis élu,"d'' un département, l'' Ardèche , dans lequel ne passe ni transport ferré de voyageurs ni autoroute. Je vous demande,"
"PA729330,2017-11-21,Loiseau, Nathalie","les migrants, dans les pays de transit où ils se livrent à des actes abominables, mais aussi dans nos pays, où ils doivent",être poursuivis et condamnés,. Nous devons aussi renforcer l'' aide publique au développement pour faire en sorte que cette jeunesse africaine dont
"PA906,2017-11-21,Collomb, Gérard",'' étais un maire... Vous avez développé une série d'' actions dans votre petite commune. Comme tous les maires ! Vous avez,été élu,"maire de Dole ensuite, et ce que vous y avez réalisé était tout à fait exemplaire ! C '' est après que votre parcours, si je"
"PA337483,2017-11-21,Letchimy, Serge","tel déni de la personne humaine. Mes chers collègues , la seule indignation suffit - elle ? Pas moins de 390 000 migrants",sont bloqués,"en Libye , 9 000 sont privés de liberté. La France va en accueillir 25 en janvier. Il est une exigence, que revendique la"
"PA729330,2017-11-21,Loiseau, Nathalie","ailleurs dans le monde, avoir les moyens de trouver un emploi ? Ce n'' est pas la question ! Faut - il que les pays africains",soient condamnés,"à perdre les plus jeunes, les plus courageux, les plus entreprenants et à les voir maltraités dans un pays comme la Libye"
"PA609590,2017-11-21,Rabault, Valérie","ne nous satisfont pas. Première question : ce budget est - il un budget d'' investissement pour l'' avenir, comme s'' y",était engagé,le Président de la République ? Nous devions avoir un grand plan d'' investissement et un fonds d'' investissement pour l''
"PA721670,2017-11-21,de Montchalin, Amélie",", mais aussi pour ce quinquennat. Il y a un peu plus d'' un mois, nous, les députés du groupe La République en marche , nous",sommes engagés,"ici à ce que ce budget soit la traduction des réformes que nous portons, un outil au service de la transformation de notre"
",2017-11-21,","pour attirer les jeunes générations vers les mandats syndicaux. Ce pragmatisme, c'' est aussi, comme nous nous y",étions engagés,", la nécessaire prise en compte de la spécificité des très petites, petites et moyennes entreprises, les TPE-PME , qui"
",2017-11-21,","incantatoire. La deuxième partie du compte pénibilité en était symptomatique. C '' est pourquoi, comme nous nous y",étions engagés,", les dispositions soumises à votre ratification s'' emploient à lever ces barrières, par le biais de plusieurs mesures"
",2017-11-21,","incantatoire. La deuxième partie du compte pénibilité en était symptomatique. C '' est pourquoi, comme nous nous y","étions engagés , les dispositions soumises","à votre ratification s'' emploient à lever ces barrières, par le biais de plusieurs mesures de simplification et de"
"PA720512,2017-11-21,Pietraszewski, Laurent",qu'' a souhaitée le Président de la République après son élection au printemps dernier. C '' est une réforme qui devait,être engagée,"rapidement, raison pour laquelle le Gouvernement a fait le choix de procéder par voie d'' ordonnances. Pour autant, le"
"PA718926,2017-11-21,Dharréville, Pierre","des femmes à jouir librement de leur salaire. Toutes ces avancées, qui n'' étaient pourtant que justice, avaient dû",être conquises et arrachées,"dans la sueur, par le combat et, parfois, l'' histoire en témoigne, dans le sang. Ce mouvement a constitué une relance de"
"PA718926,2017-11-21,Dharréville, Pierre","droits en fonction de l'' endroit dans lequel on travaille. Des droits, antérieurement inscrits dans la loi commune,",sont déclassés,pour faire l'' objet de négociations au cas par cas et au coup par coup dans les branches ou les entreprises. Le même
"PA720952,2017-11-21,Taché, Aurélien",", dialoguer et décider collectivement et dans le cadre de la loi, de la meilleure manière de se développer. En effet, il",est facile de comprendre qu,"'' aujourd''hui, une entreprise doit avoir les moyens d'' adapter sa capacité de travail à une commande de dernière minute"
"PA719930,2017-11-21,Vallaud, Boris",de suffrages. Nous sommes toutes et tous représentants du peuple français. Nous avons cependant pour la plupart,été élus,"avec une participation relativement faible. Nous sommes donc toutes et tous, plus que jamais, appelés à relever"
"PA718706,2017-11-21,Fontaine-Domeizel, Emmanuelle",", pour laquelle une grande réforme est nécessaire. Sur ce sujet, madame la ministre, un travail de fond",est engagé,"puisque nous serons amenés, au cours de l'' année qui vient, à examiner un projet de loi sur ce thème. Vous pourrez une"
"PA718706,2017-11-21,Fontaine-Domeizel, Emmanuelle",", pour laquelle une grande réforme est nécessaire. Sur ce sujet, madame la ministre, un travail de fond",est engagé puisque nous serons amenés,", au cours de l'' année qui vient, à examiner un projet de loi sur ce thème. Vous pourrez une nouvelle fois compter sur notre"
"PA720862,2017-11-21,Descrozaille, Frédéric","dans l'' hémicycle, pour pouvoir lever le bras autant de fois qu'' il le faut et ainsi défendre le projet pour lequel je me",suis engagé,en tant que candidat. Très bien ! Mais le temps que nous consacrons à notre mission de production législative me semble
"PA267585,2017-11-21,Vercamer, Francis","que, en fonction du contexte, dans certaines régions, les entreprises doivent pouvoir s'' adapter à la concurrence. Je",suis élu,"d'' un département transfrontalier, et nos voisins, en Belgique , n'' ont pas le même code du travail que nous. Il me semble"
"PA722202,2017-11-21,Jumel, Sébastien","invité au baptême des gamins et offre des fleurs au mariage de ses employés. Quand bien même, dès lors qu'' une discussion",était engagée,", l'' employeur avait l'' obligation de faire appel à un salarié mandaté, soit de la branche, soit d'' une organisation"
"PA721486,2017-11-21,Naegelen, Christophe","que chef d'' entreprise, j'' observe que, y compris dans une entreprise de trente salariés, les délégués du personnel",sont élus,"à bulletins secrets. Cela ne pose aucun problème. Il me semble logique d'' adopter cet amendement, puisqu'' il s'' agit"
"PA721234,2017-11-22,Petit, Maud","'' un droit de correction jurisprudentiel, remontant à 1819, sans aucun fondement légal, la banalise. Ces agissements",sont acceptés,"parce qu'' "" infligés pour le bien de l'' enfant "". Nos enfants ne sont donc pas assez protégés par la loi en ce domaine ; ils"
"PA721234,2017-11-22,Petit, Maud","'' un droit de correction jurisprudentiel, remontant à 1819, sans aucun fondement légal, la banalise. Ces agissements",sont acceptés parce qu,"'' "" infligés pour le bien de l'' enfant "". Nos enfants ne sont donc pas assez protégés par la loi en ce domaine ; ils sont"
"PA721560,2017-11-22,Griveaux, Benjamin",". Cette montée en gamme passe aussi, vous le savez, par un investissement dans l'' éducation et la formation. Ce travail a",été engagé,"par la ministre du travail, le ministre de l'' éducation nationale et la ministre de l'' enseignement supérieur, de la"
"PA720170,2017-11-22,Grandjean, Carole","La parole est à Mme Carole Grandjean , pour le groupe La République en marche . Madame la ministre du travail, la France s''",est engagée,"depuis plusieurs mois déjà pour une ambition européenne renouvelée. La semaine dernière, les chefs d'' État et de"
"PA720170,2017-11-22,Grandjean, Carole",processus de convergence qui a été développé au niveau monétaire connaisse le même succès au niveau social ? Un projet,est - il engagé,"pour la distribution des fonds européens ? Enfin, quelle est la stratégie européenne pour influencer la"
"PA334654,2017-11-22,Straumann, Éric","avez appelés les gens de rien, les fainéants, les sans-costard. Et les sans-dents ? C '' est bien pour cela que vous avez",été élus,"! De manière générale, nous sommes aux côtés de ceux qui n'' ont reçu que votre mépris lorsqu'' il aurait fallu leur"
"PA605131,2017-11-22,Castaner, Christophe","du travail l'' a confirmé, notamment dans son rapport au Président de la République , le principe d'' équivalence doit",être apprécié,"domaine par domaine, non par substitution à l'' intérieur d'' un domaine. Il reviendra aux partenaires sociaux d''"
"PA720512,2017-11-22,Pietraszewski, Laurent",", n° 381, 382 et 383, lesquels peuvent faire l'' objet d'' une présentation groupée. La proposition de Gérard Cherpion a",été acceptée,"par la commission sous réserve de l'' intégration des trois sous-amendements que j'' ai déposés. Votre amendement, mon"
"PA720512,2017-11-22,Pietraszewski, Laurent","– le 20 octobre dernier s'' agissant des APDE , décision dans laquelle il indique que la procédure de licenciement doit",être engagée,"dans "" un délai raisonnable "". Je pense que le délai de deux mois proposé dans mon amendement est protecteur pour les"
"PA720286,2017-11-22,Fiat, Caroline","accès à la justice. Par ces ordonnances, vous voulez en effet diminuer à deux mois le délai durant lequel une action peut",être engagée,"contre un accord collectif. Mes chers collègues , rendez - vous compte de la difficulté de faire ce type de recours"
"PA720512,2017-11-22,Pietraszewski, Laurent","de notre débat, accordent beaucoup plus de place aux accords d'' entreprise. Ça, oui ! Merci de le dire : je vois que j'' ai",été compris,et que vous les avez bien lues ! Il est donc important que la date d'' entrée en vigueur de la généralisation des accords
"PA722202,2017-11-22,Jumel, Sébastien",moyens financiers au service des salariés pour faire jouer leur droit d'' alerte lorsque le capital d'' une entreprise,est bousculé,", modifié, et pour faire jouer leur capacité à saisir un cabinet d'' expertise pour identifier les risques"
"PA722202,2017-11-22,Jumel, Sébastien",moyens financiers au service des salariés pour faire jouer leur droit d'' alerte lorsque le capital d'' une entreprise,"est bousculé , modifié",", et pour faire jouer leur capacité à saisir un cabinet d'' expertise pour identifier les risques psychosociaux. Enfin,"
",2017-11-22,","salariés, le nombre d'' heures minimal qui sera prévu par décret, et qui correspond au nombre d'' heures actuel,",sera compris,"entre 18 et 34 par mois et par délégué, selon les sujets. On ne peut donc pas parler, au sens strict, de"
"PA722202,2017-11-22,Jumel, Sébastien",social. Eh oui ! Remarque pertinente ! J'' attends la réponse de Mme la ministre . La question de notre collègue ayant,été applaudie,"par le groupe La République en marche , elle nécessite une réponse. La parole est à Mme la ministre . Soyons précis :"
"PA720606,2017-11-22,Pajot, Ludovic","présenter des listes de candidatures, et c'' est seulement en cas de faible participation que des candidatures libres",sont admises,au second tour. Nous restons persuadés qu'' une telle libéralisation de la représentativité des salariés
",2017-11-22,","sont exclusivement à la main du CSE . Par ailleurs, nombre d'' organisations demandent à ce que cette possibilité",soit accordée : les excédents bloqués,n'' intéressent personne ! La fongibilité ne constitue pas une révolution dans la gestion : elle s'' applique dans bien d''
