"corpus","preloaded/ske_parlamint21_fr"
"subcorpus","-"
"concordance size","1193"
"query","Query:[lemma=""se""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""je""] []{0,3} [lemma=""me""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""tu""] []{0,3} [lemma=""te""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""vous""] [tag!=""Fc""]{0,3} [lemma=""vous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""nous""] [tag!=""Fc""]{0,3} [lemma=""nous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""]"
"Reference","Left","KWIC","Right"
"PA721210,2017-12-18","de nos concitoyens. Non, il est faux de dire que des patients algériens viennent aux frais du contribuable français","se faire soigner","en France . Mais, il est exact que le mauvais calibrage de la convention précédente et les accords noués directement par"
"PA335612,2017-12-18","de ce parcours de soins le plus simple et le mieux balisé, et de limiter ainsi le nombre d'' Algériens qui viendraient","se faire soigner","en dehors de ce cadre et coûteraient donc plus cher aux hôpitaux français. À l'' intérieur de ce chemin, tout sera clair"
"PA335612,2017-12-18","qui fantasment sur l'' invasion de ressortissants algériens qui viendraient, aux frais du contribuable français,","se faire soigner","dans nos hôpitaux. Il recueille un consensus parmi les parlementaires, à l'' exclusion de l'' extrême-droite, tant sur"
"PA335612,2017-12-18","loin des discours abjects que j'' ai pu lire, selon lesquels ce protocole permettra aux Algériens de venir plus nombreux","se faire soigner","en France . C '' est faux, et, je tenais à le dire ici, seule la plus misérable des idéologies est capable de tant de"
"PA722178,2017-12-18","directement aux urgences. Je confirme qu'' il ne vise ni à augmenter le nombre d'' Algériens qui viendraient en France","se faire soigner",", ni à les soigner aux frais du contribuable français. Il s'' agit au contraire d'' encourager la mise en place d'' une chaîne"
"PA744078,2017-12-19","modifier ce dispositif qui est logique, et ce pour quatre raisons. En premier lieu, la création d'' une commune nouvelle","se faisant à partir","de la fusion de plusieurs communes, elle implique que celle-ci mette en place sa propre politique d'' abattements et"
"PA718720,2017-12-19","est défavorable à la mise en place de la retenue à la source, il convient d'' être concret et pragmatique : puisqu'' elle va","se faire, essayons de faire","en sorte que nos concitoyens trouvent des réponses à proximité de chez eux et dans des lieux d'' ores et déjà adaptés. Quel"
"PA643210,2018-01-16","premiers territoires retenus pour les expérimenter. Une dizaine d'' autres les rejoindront au cours de l'' année 2018.","Je me ferai un plaisir de revenir","devant le Parlement pour vous faire part des résultats des évaluations. La parole est à M. Bertrand Pancher . Au moment"
"PA721880,2018-01-17","et les orientent vers les structures les mieux à même de les aider. Si une demande d'' asile doit être déposée, le dépôt","se fait à partir","du CAES vers un guichet unique de demande d'' asile, un GUDA, dédié. Les délais y sont nettement raccourcis, puisqu'' un"
"PA335612,2018-01-18","les propositions du Gouvernement . Mais l'' effet de ces dernières, y compris celles concernant le numerus clausus, ne","se fera pas sentir","avant six, sept ou huit ans, alors qu'' il est indispensable de trouver des solutions immédiates. Nous vous demandons"
"PA267042,2018-01-18",". Dix-huit mois pour avoir un rendez - vous chez un cardiologue, six mois chez un ophtalmologiste, trois mois pour","se faire soigner","une simple carie chez un dentiste, sans parler des médecins généralistes qui partent à la retraite sans trouver de"
"PA719558,2018-01-18","à l'' économie sociale et solidaire ainsi qu'' à la responsabilité sociale et environnementale des entreprises doit","se faire en évitant de multiplier","les textes. M. Vallaud nous avait proposé en commission de voter ce texte, puis de l'' amender ultérieurement. Je ne"
"PA721474,2018-01-18","vers une économie juste et durable, nous ne pouvons qu'' en être d'' accord. La prise en compte des parties prenantes","se fait déjà et peut aller","encore plus loin, notamment par le biais de la promotion de nouvelles formes sociales proches des entreprises à"
"PA607553,2018-01-18","- ils à ce point irréalistes ? Non ! Dix-huit pays européens nous ont devancés en matière de codétermination et ce que","nous proposons ne nous ferait même pas rattraper","ce retard. Le groupe de la République et de la révolution en marche fait soudain preuve d'' une grande timidité et nous"
"PA720846,2018-01-18","'' ont pas de bonnes raisons de le faire ? La démocratie est verrouillée et les voix singulières n'' ont pas grande chance de","se faire entendre","dès lors qu'' elles pourraient mettre en danger l'' oligarchie. Les exemples sont hélas bien trop nombreux des moyens"
"PA720310,2018-01-22","en France parce que son diplôme n'' est pas reconnu. Nous ne pouvons pas accepter qu'' un Français ait des difficultés pour","se faire soigner","en Allemagne . Nous ne pouvons accepter que les tribunaux de chaque côté de la frontière ne puissent s'' accorder sur le"
"PA720546,2018-01-23","de l'' accompagnement d'' une personne âgée en perte d'' autonomie à son domicile pendant plusieurs jours successifs en","se faisant remplacer","par ce qu'' on appelle familièrement un "" baluchonneur "". S '' il est bien évident que les proches aidants doivent pouvoir s"
"PA720430,2018-01-23","nationale et le Gouvernement à propos de ce régime contre-productif, dont les premiers effets commencent à","se faire sentir","dans l'' administration. Alors qu'' on assure vouloir harmoniser les régimes indemnitaires, une règle différente s''"
"PA609590,2018-01-23","versées par la PAC. L'' administration doit également pouvoir préciser que, lors du contrôle, l'' agriculteur peut","se faire accompagner","par la personne de son choix. Quel est l'' avis de la commission ? Il me semble que là encore nous sommes dans le champ"
"PA721202,2018-01-24","prenantes seront présentes. J'' espère qu'' un agenda de paix pourra alors être dessiné. Et nos alliés, on les laisse","se faire bombarder","? Nous avons terminé les questions au Gouvernement . La séance est suspendue. La séance est reprise. L'' ordre du jour"
"PA721498,2018-01-24","avis de la commission ? Je maintiens l'' avis défavorable donné en commission. Le comité consultatif peut d'' ores et déjà","se faire assister","par toute personne susceptible d'' avoir une expertise. De plus, la notion de "" personnalité qualifiée "", sur laquelle"
"PA267766,2018-01-24",", pour soutenir l'' amendement n° 427. Afin de permettre au contribuable d'' être pleinement informé et de pouvoir","se faire entendre",", je vous propose de modifier l'' article L. 47 AA du livre des procédures fiscales. Au 1, les mots "" le contribuable """
"PA267766,2018-01-24","Bricout , pour soutenir l'' amendement n° 376. Afin qu'' un dialogue soit possible et que le contribuable ait les moyens de","se faire entendre",", nous proposons qu'' en cas de litige portant sur des cotisations de Sécurité sociale , sur des majorations de retard ou"
"PA267766,2018-01-24","Sécurité sociale , sur des majorations de retard ou sur la contribution sociale généralisée, le cotisant soit invité à","se faire entendre",", s'' il en émet le souhait, devant la commission de recours amiable, suivant des modalités fixées par décret. Une telle"
"PA721498,2018-01-24","pour les contrôles des URSSAF , me semble -t - il. Quel est l'' avis de la commission ? Lors d'' un contrôle, le cotisant peut","se faire assister","et une phase contradictoire précède le procès-verbal. Je suis donc défavorable à cet amendement, déjà satisfait. La"
"PA721024,2018-01-25","voulez renouveler ou établir ces documents, il vous faut un justificatif de domicile en France . Beaucoup trichent en","se faisant domicilier","chez un parent – quitte à être soi-même très âgé – ou chez un ami. Il existe pourtant un outil : l'' attestation de résidence"
"PA332747,2018-01-30",". C '' est un scandale ! Monsieur Coquerel , si vous souhaitez poser une question sur ce sujet, ou sur n'' importe quel autre,","vous vous faites désigner","par votre groupe à cette fin ! La parole est à Mme Émilie Guerel , pour le groupe La République en marche . Ma question s''"
"PA340853,2018-01-30","reprenez pas à votre compte le slogan malhonnête qui figure dans le rapport remis à la garde des sceaux, où l'' on tente de","nous endormir en nous faisant croire","qu'' aucun site judiciaire ne fermera. Chacun comprend qu'' un tribunal qui perdrait 80 % de ses attributions, même si l''"
"PA1838,2018-01-30","quelles ont été les conséquences de cette loi ? Le conseiller général, qui venait tous les matins pour prendre le café et","se faire mordre","les chevilles par le chien, est à 50 kilomètres. La communauté de communes, à laquelle vous pouviez vous rendre en solex"
"PA405480,2018-01-31","juive. Quinze jours plus tôt, une jeune fille, que l'' on savait être elle aussi membre de la communauté juive,","se faisait entailler","la joue à coups de cutter, là encore sans être insultée, par un individu qui savait qu'' il agressait une jeune fille"
"PA722142,2018-02-01",". Tous les médecins, et même mon avocate, m'' ont dit : "" Ne vous lancez pas là-dedans, c'' est "" hors tableau "". Aujourd''hui ,","se faire reconnaître","en maladie professionnelle, c'' est quasiment mission impossible. "" C '' est ce qu'' ont confirmé tous les syndicalistes,"
"PA722142,2018-02-01",", David va voir sa direction parce qu'' il est au bord du craquage. Voici ce qu'' on lui conseille : "" il n'' y a pas de mal à","se faire aider","par des antidépresseurs "". Voilà le management en place : quand vous êtes au bord de craquer, on vous répond : "" si vous me"
"PA721210,2018-02-01","pour qui ? Ce mépris vise moins M. Mélenchon – on s'' en fiche ! – que les 400 000 salariés qui souffrent ! On n'' est pas là pour","se faire insulter","! Cette spirale infernale, inextricable, mal délimitée et peu accessible aux traitements fait inéluctablement"
"PA718744,2018-02-01","Pascal Chabot parle d'' incendie du moi provoqué par un système professionnel consumériste, familial et social qui","nous lessive et nous fait perdre","foi dans nos actions. Le burn -out n'' est pas une maladie caractérisée : c'' est un ensemble syndromique entraînant des"
"PA720846,2018-02-01","de l'' eau potable nécessaire, il ira en puiser chez ses voisins. Si les voisins n'' ont que le juste nécessaire, il","se fera fixer","par les agents publics sa quantité d'' eau et se la procurera chaque jour chez les voisins. "" Cette citation illustre l''"
"PA721202,2018-02-01","de tous les jours : un retard à son travail, à son examen, à ses cours, et ce sans qu'' aucun justificatif ne soit remis pour","se faire excuser",""". Exactement ! Je vous invite à réfléchir à cette situation, chers collègues. Vous êtes dans le métro ou dans la rue, et"
"PA721226,2018-02-01","un instant le quotidien d'' un jeune homme qui n'' a pas la bonne couleur de peau. Il part au travail le matin en métro et","se fait contrôler","une première fois dans les couloirs, ce qui le fait arriver en retard au bureau sans preuve justifiant ce retard auprès"
"PA721202,2018-02-01","et tutoyé. D'' habitude, lorsqu'' il est contrôlé, il ne dit rien. Là, il a jugé que ce n'' était tout de même pas possible de","se faire ainsi contrôler",", palper et fouiller devant ses copains ; il a donc demandé des explications et le climat a commencé à se dégrader."
"PA721202,2018-02-01","et tutoyé. D'' habitude, lorsqu'' il est contrôlé, il ne dit rien. Là, il a jugé que ce n'' était tout de même pas possible de","se faire ainsi contrôler, palper","et fouiller devant ses copains ; il a donc demandé des explications et le climat a commencé à se dégrader. Heureusement,"
"PA719600,2018-02-01","efficaces, mais cela n'' a aucun effet sur le profilage racial : à Londres , un noir a toujours 4,5 fois plus de chances de","se faire contrôler","qu'' un blanc – c'' est Stéphane Troussel , le président du conseil départemental de Seine-Saint-Denis , qui le déclarait"
"PA267780,2018-02-01","2,5 % environ de nos concitoyens rédigent des directives anticipées, alors qu'' elles sont le moyen le plus sûr de","se faire entendre","lorsqu'' on n'' est plus en mesure de s'' exprimer directement et permettent de résoudre nombre de situations difficiles."
"PA-103679,2018-02-07",", pour ce qui concerne sa mission d'' assistance au Parlement dans le contrôle de l'' action du Gouvernement , ce qui peut","se faire sans remettre","en cause les autres aspects de sa mission générale d'' assistance à l'' ensemble des pouvoirs publics. J '' en viens à"
"PA720430,2018-02-07",". Ce n'' est donc pas à l'' ordre du jour. Il faudrait aussi que les gens qui détecteraient un problème aient la capacité de","se faire entendre",". Je vous renvoie ici à l'' amendement relatif au compteur Linky : je ne doute pas que vous allez l'' adopter, puisqu'' il vise"
"PA744078,2018-02-08","webscraping, qui consiste à récupérer – bien entendu avec son accord – les identifiants et mots de passe de l'' usager et à","se faire passer","pour lui pour accéder à son compte bancaire en ligne, continuera à prévaloir. Le gouverneur de la Banque de France et le"
"PA721670,2018-02-08","de comptes. Pour accéder aux données bancaires de leurs clients, les fintechs elles-mêmes étaient contraintes de","se faire passer","pour eux sur le site de leur banque, selon la technique de l'' accès direct non identifié, ou web scraping. En l'' absence de"
"PA721094,2018-02-08","à la demande de l'' utilisateur des services, accèdent directement aux comptes bancaires en ligne de leurs clients en","se faisant passer","pour eux. Ils utilisent ainsi la méthode dite de l'' accès direct non identifié ou web scraping non identifié. Cette"
"PA720878,2018-02-08","'' ici une méthode fragile, juridiquement parlant, qui consistait à extraire les données détenues par les banques en","se faisant passer","pour leurs clients, avec leur consentement. Désormais, ces acteurs auront un statut juridique propre, avec des"
"PA744078,2018-02-08","technique réglementaire. En attendant, c'' est la pratique dite du web scrapping qui prévaut : les intermédiaires","se font passer","pour le client en utilisant son identifiant et son mot passe, avec d'' importants risques à propos desquels le"
"PA721270,2018-02-13","unique, notre groupe votera contre ce projet de loi s'' il reste en l'' état. L'' adoption – je l'' espère – des amendements que","nous défendrons nous ferait néanmoins réviser","notre point de vue. La parole est à M. Raphaël Gérard . Monsieur le président, madame la ministre, monsieur le"
"PA722142,2018-02-14","bouchés à une bonne partie de la population, car, pour figurer sur une liste, il faut d'' abord militer dans un parti,","se faire reconnaître","et atteindre les plus hauts rangs, autant de mécanismes d'' exclusion permanente qui font que les candidats sont"
"PA722142,2018-02-14","bouchés à une bonne partie de la population, car, pour figurer sur une liste, il faut d'' abord militer dans un parti,","se faire reconnaître et atteindre","les plus hauts rangs, autant de mécanismes d'' exclusion permanente qui font que les candidats sont socialement assez"
"PA720614,2018-02-15",", mon choix est vite fait ; le vôtre aussi semble -t - il. Car où sont la souveraineté et la sécurité de la France quand elle","se fait condamner","pour avoir expulsé un terroriste algérien condamné par les tribunaux français ? Où sont la souveraineté et la sécurité"
"PA720614,2018-02-15",", mon choix est vite fait ; le vôtre aussi semble -t - il. Car où sont la souveraineté et la sécurité de la France quand elle","se fait condamner pour avoir","expulsé un terroriste algérien condamné par les tribunaux français ? Où sont la souveraineté et la sécurité de la"
"PA721896,2018-02-15","même pas laissé cette possibilité. D '' autres pays ont opté pour des transpositions bien moins zélées, sans pour autant","se faire rappeler","à l'' ordre par la Commission européenne . Nous aurions donc pu emprunter un autre chemin, mais ce n'' est pas la solution"
"PA719608,2018-02-15","état de fait ? Je vous rappelle que plusieurs participants aux attentats de Paris et Bruxelles sont entrés en Europe en","se faisant passer","pour des réfugiés qui cherchaient asile en Europe . Vous faites peur aux gens ! Vous pouvez vous voiler la face, mais c''"
"PA340343,2018-02-20","même été passés. Si je comprends que les arbitrages budgétaires sont parfois difficiles, je ne comprendrais pas que","nous nous fassions doubler","et que ces arbitrages profitent à d'' autres sans raison valable. Mme la ministre Élisabeth Borne a récemment dit"
"PA607846,2018-02-21","l'' addiction ! Reconnaissez, monsieur Bazin , qu'' il y a aussi des gens surendettés, qui perdent beaucoup d'' argent, qui","se font interdire","de casino et qui ont parfois connu de terribles drames familiaux après avoir fréquenté les salles de jeu. Ce sera vrai à"
"PA721624,2018-03-07","indiquer quelles orientations vous avez retenues pour mieux protéger celles qui revendiquent la liberté de ne pas","se faire importuner","? Allô, Allô ? Voilà une question inattendue ! Allons, mon cher collègue ! Je donne la parole à Mme la secrétaire d'' État"
"PA721246,2018-03-07","roulant peut -elle s'' enfuir ? Comment une femme atteinte de troubles psychiques peut - elle exprimer sa douleur et","se faire comprendre","? Ainsi, en plus d'' être victimes parce que femmes, celles-ci voient leurs possibilités de se défendre et d'' agir"
"PA588884,2018-03-07","habilité, envoyé spécialement à Paris , procède à ses propres contrôles. Ainsi, tout voyageur français peut","se faire contrôler","en France , avant son entrée dans l'' avion, et ce alors même qu'' il possède un billet et un passeport en règle. Il est"
"PA267780,2018-03-08","si longtemps et qu'' il ait fallu attendre la mise en cause d'' un producteur de cinéma américain pour qu'' enfin leur voix","se fasse entendre",". Je le dis avec gravité : je souhaite que cette libération de la parole s'' accompagne d'' une prise de conscience de la"
"PA267780,2018-03-08","égalité entre leurs salariés. Ces mesures permettent d'' engager un dialogue et d'' offrir aux femmes une possibilité de","se faire entendre",", notamment sur les questions de la rémunération, de la formation professionnelle et du renouvellement de contrat. De"
"PA2150,2018-03-08",", cela ne les intéresse pas ? Il s'' agit pourtant de sujets poignants ! Nous sommes là ! Nous n'' avons pas besoin de leçons !","Vous vous faites prendre","les doigts dans la porte ! Cela arrive parfois ! Eh bien , c'' est votre tour ! Vous n'' êtes pas nombreux et ce n'' est pas"
"PA605069,2018-03-08",""" et "" économistes "" interviennent en ce sens, y contribuent, les effets de vos choix politiques commencent aussi à","se faire sentir","et ils ne sont pas pour rien dans le sentiment qui s'' empare de nos concitoyens. Nos retraités, touchés de plein fouet par"
"PA721226,2018-03-13","ont pu trouver de l'' aide auprès de professeurs renseignés, bénéficier des services de coachs d'' orientation privés,","se faire aider","par des parents avertis pour rédiger CV et lettre de motivation. Mais, pour la plupart, ce fut un parcours anxiogène :"
"PA718868,2018-03-14","international olympique – CIO – et le Comité international paralympique – CIP – de mots de la langue française, que","je vais me faire un plaisir de citer","dans cet hémicycle, et ailleurs, autant que bon me semblera : "" olympiens "", "" olympique "", "" Jeux olympiques "" et "" Paris"
"PA606712,2018-03-20","nous associer à un rapport qui pourrait aller vers la suppression du quotient familial. Monsieur le Premier ministre ,","nous vous demandons de nous faire connaître","la position du Gouvernement sur le sujet. Est - ce celle du Président de la République qui, lorsqu'' il était candidat,"
"PA268019,2018-03-20",". Mais pas ici, pas dans cet hémicycle. Je refuse cette honte de regarder sans réagir un peuple qui nous a fait confiance","se faire massacrer","au profit d'' un allié qui, en réalité, nous a déjà trahis plus d'' une fois ! Sur l'' amendement n° 26, je suis saisie par le"
"PA719456,2018-03-21",". Elle touche ce jeune, chaque fois qu'' il met en ligne une vidéo sur les réseaux sociaux, cet adolescent qui a peur de","se faire agresser","s'' il sort avec sa kippa ou cette jeune femme qui redoute les regards désapprobateurs lorsqu'' elle porte le voile, cette"
"PA2150,2018-03-21","à l'' amendement de M. Lachaud , lequel n'' a pas été rédigé en vue de dénier à la puissance française le droit de","se faire respecter",". Notre objectif – je ne cesse de le rappeler depuis le début de notre discussion – est de rappeler un cadre doctrinal,"
"PA719608,2018-03-21","d'' excellence qui doit être celle des hôpitaux français, tant pour les militaires que pour tous les civils qui","se font soigner","dans ce même centre. Quel est l'' avis de la commission ? Madame Ménard , je vous demande de retirer votre amendement, même"
"PA335612,2018-03-22","armées et la nation. Comment nous y sommes - nous pris ? Je termine, madame la présidente. J'' apprécie votre souplesse.","Nous allons vraiment nous faire "" tacler",""", madame la ministre, alors que l'' idée est bonne et que c'' est là un grand progrès pour notre pays. En amont de l'' élection"
"PA335612,2018-03-22","aurait fallu déposer, pour les communes, un amendement semblable à celui-ci : nous l'' aurions voté. Je vous répète que","nous allons nous faire tacler","par le Conseil de l'' Europe , et peut-être aussi par le Conseil constitutionnel . La parole est à Mme Josy Poueyto , pour"
"PA719914,2018-03-22","beaucoup plus simple, rapide et directe. Au cours de l'' instruction d'' un RAPO , l'' ancien combattant pourra bien sûr","se faire accompagner","d'' un médecin ou de tout autre conseil dont il pourrait souhaiter s'' adjoindre les services. Le nouveau dispositif"
"PA267780,2018-03-27","que six. Vous pouvez aisément imaginer les difficultés que rencontrent les Havrais pour obtenir un rendez - vous et","se faire prescrire","des lunettes. La psychiatrie et la maternité sont les deux urgences qui m'' inquiètent le plus. Si la maternité de l'' HPE"
"PA722142,2018-03-27","existe à l'' état naturel chez l'' être humain et que les taux décelés sont inoffensifs. Lorsque des voix discordantes","se font entendre",", DuPont de Nemours s'' emploie à les casser. En 1965, le chercheur Clair Patterson affirme que le plomb fait certes"
"PA2796,2018-03-28",", pour le groupe Les Républicains . Monsieur le Premier ministre , voilà des mois que cela dure, mais les réponses","se font attendre",". Des milliers de migrants arrivent chaque année sur les rives européennes de la Méditerranée . En 2017, la France a"
"PA722142,2018-03-28",". C '' est comme si un œil nous surveillait : ... L'' œil de Moscou ! ... "" Oh la ! Si ce n'' est pas fait pour le 9 juin, on va","se faire taper","sur les doigts. Si on dépasse d'' une virgule, qu'' est -ce que va penser l'' Europe ? La définition, il ne faut surtout pas y"
"PA721226,2018-03-28","horaires. Il faut que cessent les subventions tous azimuts aux établissements privés, alors que de profonds besoins","se font sentir","dans un système public délabré, tant au regard des embauches que de la formation ou de la titularisation du personnel"
"PA720256,2018-03-28","hors contrat. Enfin, nous ne devons pas négliger les questions venues de toutes ces écoles hors contrats qui ne","se font remarquer","que par leurs remarquables innovations pédagogiques et qui sont parfois des sources d'' inspiration pour notre propre"
"PA345619,2018-04-03","déplacer doivent également être entendus !. Sur ce plan - là, monsieur le député, j'' entends autant les grévistes – qui","se font parfois entendre","avec vigueur – que ceux qui n'' acceptent pas cette grève ou, plus exactement, ceux qui veulent aller travailler, qui"
"PA720822,2018-04-04","la proportionnelle ! Je vous en prie, mes chers collègues ! Derrière les mots offensifs du Président Macron , les actes","se font attendre","pour éradiquer le terrorisme islamiste et protéger nos compatriotes. Vous refusez les mesures plébiscitées par les"
"PA720822,2018-04-04","la proportionnelle ! Je vous en prie, mes chers collègues ! Derrière les mots offensifs du Président Macron , les actes","se font attendre pour éradiquer","le terrorisme islamiste et protéger nos compatriotes. Vous refusez les mesures plébiscitées par les Français dans un"
"PA720066,2018-04-04",". Mme la ministre des solidarités et de la santé, dans mon département, le Loiret , comme dans la majorité des autres,","se faire soigner","ressemble trop souvent à un parcours du combattant. Le 13 février dernier, vous avez annoncé, avec le Premier ministre"
"PA331481,2018-04-04","Je ne répondrai cependant qu'' un peu plus tard – je promets de le faire – à votre question concernant l'' énergie, car sinon","je risque de me faire reprendre","par Mme la présidente. Nous en venons aux questions du groupe La France insoumise . La parole est à M. Jean-Hugues"
"PA718926,2018-04-04","française un déficit douteux pour justifier son plan. Au passage, celle-ci a fait appel à un cabinet de conseil qui","se fait fort de développer","une "" stratégie d'' influence "" auprès de l'' administration et de "" neutraliser "" les élus et les médias. Je n'' ose penser,"
"PA720846,2018-04-04","un trader ou à spéculer sur le marché de l'' énergie. Il n'' a pas non plus vocation à investir des milliards pour finalement","se faire détrousser","par la première entreprise venue. Quant à votre dernier argument selon lequel EDF doit être désendetté, la belle"
"PA719540,2018-04-05","d'' achat aux Français . Mais alors que nos collègues Républicains veulent faire travailler plus pour gagner plus,","nous préférons quant à nous faire gagner","davantage ceux qui travaillent, tout simplement. C '' est le sens de la prime d'' activité – ancien RSA activité – créée par"
"PA330684,2018-04-05",". Vos administrés vous disent : "" quand je me gare mal, j'' ai un PV ; quand je fais des choses qui ne vont pas dans le bon sens,","je me fais sanctionner",""". Vous voyez des dégradations, des occupations illicites, des gens qui ont peur, des voisins qui ne sont pas contents,"
"PA267233,2018-04-09","de travail et de chercher des gains de productivité – personne ne dira le contraire –, mais tout cela peut parfaitement","se faire sans toucher","à leur statut, croyez-moi ! Preuve en est l'' avancée à grands pas de la convention collective de la branche ferroviaire."
"PA267233,2018-04-09","la Française des jeux , et on l'' a vu précédemment avec GDF et EDF . Cette menace est évidemment présente. On peut certes","nous dire – et nous faire voter","– qu'' il s'' agit d'' une société anonyme à capitaux publics incessibles, mais l'' histoire nous enseigne que les"
",2018-04-09",". "" Stimulant "" : voilà le mot ! Monsieur Wulfranc , ne laissons pas croire à la SNCF que l'' ouverture à la concurrence ne","se fera pas. Dire","cela, c'' est dangereux pour la SNCF , et c'' est dangereux pour les cheminots. C '' est votre projet qui est dangereux !"
"PA717153,2018-04-11",". Nous développons enfin l'' agilité de l'' ouverture de lits en période de tension. En outre, je rappelle à chacun que","se faire vacciner","contre la grippe constitue un geste citoyen qui évite l'' engorgement aux urgences chaque hiver. La parole est à M."
"PA717151,2018-04-16","notre devoir et en souligne l'' urgence. La voix de la France , respectée et engagée, est l'' une des seules qui puissent","se faire entendre",". La stabilité future de la Syrie est le but que nous devons atteindre ; notre sécurité collective en dépend. Nous en"
"PA267260,2018-04-17","incompréhension des soignants sont à leur paroxysme. De surcroît, les effets pervers de la tarification à l'' activité","se font sentir","partout, notamment lorsque cette tarification intervient seule, et les plus petites structures hospitalières en"
"PA719608,2018-04-17","réseau démantelé il y a quelques jours dans l'' Hérault le montre bien. S '' il existe des faux mineurs, si certains majeurs","se font passer","pour des mineurs, c'' est évidemment parce qu'' il est plus facile pour un mineur d'' être protégé quand il arrive en France ."
"PA721202,2018-04-18","populations. Le climat social actuel, avec des mobilisations dans tous les secteurs de la société, avec une grogne qui","se fait entendre","partout – dans les universités, à l'' hôpital, à la SNCF , dans tous les services publics, hormis ceux qui ont une vision"
"PA331582,2018-04-18",". J'' ajoute que le Fonds monétaire international – FMI – prévoit qu'' avec la fin des mesures de relance budgétaire,","se feront sentir","le mouvement de hausse des taux d'' intérêt et le durcissement des conditions de crédit. Cela aussi devrait vous inciter"
"PA720870,2018-04-18","souveraineté, qui est à l'' opposé d'' un repli identitaire, est une notion concrète, réelle, qui permet à notre pays de","se faire entendre","des grandes puissances mondiales. Aujourd''hui, elle ne saurait se concevoir en dehors de l'' Union européenne . D ''"
"PA719456,2018-04-19",", donc pas d'' abonnement téléphonique. Ils utilisent généralement des téléphones à carte, qu'' ils perdent parfois ou","se font voler","en raison de leurs conditions de vie : cela les amène à changer de numéro, ce qu'' il faut prendre en compte. Quel est l'' avis"
"PA719578,2018-04-20",". Mais nous ne désespérons pas de voir ce règlement évoluer pour permettre aux voix dissonantes de la majorité de","se faire entendre",". À la collègue qui évoquait le rapport du GISTI , je voudrais répondre à mon tour par une citation : "" La procédure de"
"PA721564,2018-04-20","étapes de la procédure que de faire en sorte que le récit du demandeur d'' asile soit entendu. Avis défavorable. Les choix","se feront de manière à gagner","du temps tout en conservant la meilleure qualité possible de la procédure. La parole est à Mme Cécile Untermaier , pour"
"PA720614,2018-04-20","qu'' un texte spécifique viendrait sur le sujet. Vous connaissez la difficulté qui se pose. Un certain nombre de majeurs","se font passer","pour des mineurs et notre laxisme nous empêche d'' imposer les examens qui permettraient de connaître la vérité et de"
"PA719608,2018-04-20","mon département, l'' Hérault , une filière fournissant de faux documents d'' identité à des migrants, leur permettant de","se faire passer","pour des mineurs et, ainsi, de bénéficier d'' aides, a été démantelée par la police aux frontières. Après six mois d''"
"PA330684,2018-04-21","racines du mal. Responsabilisons les pays d'' origine. Soyons cohérents envers eux et en France , combattons ceux qui","se font appeler","passeurs. Les combattre n'' est pas une question de sécurité mais avant tout un devoir de dignité. Soyons fermes dans nos"
"PA722268,2018-04-21","vôtres. Vous avez parlé de cas d'' urgence, j'' entends bien. Ces personnes, selon vous, ne viendraient en France que pour","se faire soigner",". Je n'' ai pas dit cela ! Or c'' est tout le contraire. Il se trouve que la France est en mesure de les prendre en charge, et"
"PA335612,2018-04-21","important avec un pays du Maghreb . Financièrement, ce pays contribue aux soins apportés à ses résidents qui viennent","se faire soigner","en France , mais ce n'' est pas de ceux - là que nous parlons. Nous parlons des personnes qui vivent en France , des immigrés,"
"PA719318,2018-04-22","de leur statut. Afin de lutter contre ce que l'' on pourrait appeler le "" nomadisme administratif "" de personnes qui","se font passer","pour des mineurs privés de leur protection familiale, il est proposé d'' ouvrir la possibilité de créer un fichier"
"PA721678,2018-04-22","! On soutient ainsi des entreprises qui jouent le jeu de la clandestinité, de l'' illégalité, et qui de plus","se font financer","le transport des employés embauchés au noir... J'' invite donc le Gouvernement à la sagesse ; j'' invite la majorité à ne"
"PA720684,2018-04-22",", plus on déploiera d'' hommes, et ainsi de suite. L'' amendement vise donc à donner des moyens concrets à l'' État , qui","se fait régulièrement condamner","pour manquement à la dignité humaine à Calais , par l'' ONU , par son propre Défenseur des droits ou par le tribunal"
"PA720684,2018-04-22","dans le Pas-de-Calais . Or les migrants présents dans le Calaisis refusent d'' y aller. C '' est tout de même assez cocasse :","nous nous faisons condamner","par l'' ensemble des instances nationales et internationales pour manquement à la dignité humaine, parce que nous ne"
"PA720684,2018-04-22","vous offrez un abri aux migrants et leur donnez à manger et à boire – et la fermeté – il faut, à un moment donné, cesser de","se faire défier","par des associations qui, comme c'' est le cas à Calais , font de la contre-information et incitent les migrants à ne pas"
"PA330684,2018-04-22","en France et d'' y prospérer. Les élus communaux de ne plus être sous pression, de ne plus se sentir menacés ou de ne plus","se faire insulter","comme c'' est souvent le cas lorsqu'' ils procèdent à ces auditions. Ils ne doivent plus se retrouver seuls face aux"
