"corpus","preloaded/ske_parlamint21_fr"
"subcorpus","-"
"concordance size","1193"
"query","Query:[lemma=""se""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""je""] []{0,3} [lemma=""me""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""tu""] []{0,3} [lemma=""te""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""vous""] [tag!=""Fc""]{0,3} [lemma=""vous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""nous""] [tag!=""Fc""]{0,3} [lemma=""nous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""]"
"Reference","Left","KWIC","Right"
"PA721486,2019-02-05","une reconnaissance autre que symbolique. Le Gouvernement s'' est engagé à ouvrir la possibilité pour les policiers de","se faire rémunérer","tout ou partie des heures supplémentaires non payées jusqu'' à ce jour. Pouvez - vous confirmer cet engagement ? Par"
"PA721226,2019-02-06","à refonder une Europe souveraine. La parole est à Mme Sabine Rubin . Depuis quelque temps, une petite musique","se fait entendre",": le pouvoir d'' achat des Français reprendrait des couleurs, et les sacrifices consentis par nos concitoyens seraient"
"PA2960,2019-02-06","ralentit et notre dette galope. La crédibilité de la France est remise en cause ! Les réformes structurelles","se font attendre",". Ainsi, on n'' aura jamais mis autant de temps pour réaliser – si elle se réalise – une nouvelle réforme des retraites."
"PA415452,2019-02-07","avec ce qui s'' est pratiqué durant des décennies et d'' inverser totalement la construction des prix. En effet, ceux qui","se font étrangler","dans la négociation sont toujours les mêmes. Ce n'' était plus possible. D '' où le titre Ier de la loi EGalim , qui inverse la"
"PA333421,2019-02-11","de donner un peu de souplesse au système et de faire en sorte d'' avoir des remplaçants chaque fois que des besoins","se font sentir",", notamment pour de courtes périodes. Si nous soutenons ces objectifs, nous estimons qu'' outre un statut, ces"
"PA441,2019-02-11","jeunes – constitue, si besoin est, un argument supplémentaire pour qu'' à La Réunion aussi, l'' apprentissage du langage","se fasse toujours à partir","du vécu de l'' enfant et ne crée pas en lui une paralysante et pénalisante insécurité linguistique. Je conclurai par deux"
",2019-02-11","du niveau général et justice sociale. Il faut y revenir en permanence, car il est bon, dans une société de confiance, que","nous nous fassions confiance pour définir","les objectifs que nous poursuivons. Certes, nous pouvons discuter du chemin à emprunter, mais, de même que je ne doute"
"PA720538,2019-02-12","le changement climatique à l'' article 1er de la Constitution . Ce sont trois faits d'' ordre législatif. Parallèlement","se font entendre","les demandes de nos concitoyens, par les marches pour le climat ou, au-delà de nos frontières, par la mobilisation des"
"PA719286,2019-02-13","et connectées. Dans les territoires ruraux, dans la montagne, l'' État s'' en va, une Europe plus sociale et plus juste","se fait encore attendre",", et l'' on arrache aux collectivités les moyens de combler le vide. Car votre gouvernement, qui n'' était girondin que"
"PA335612,2019-02-13",". Pourquoi s'' en soucier puisque le président est un ami ? Pareil à Djibouti où la France préfère laisser les opposants","se faire persécuter","parce que c'' est un régime qui abrite sa plus importante base militaire du continent. Quant au Cameroun ou encore au"
"PA719480,2019-02-13",". La mise en place des grandes régions a été coûteuse, et ses gains en matière tant d'' efficacité que d'' ingénierie","se font attendre",". La France accuse un retard important pour le versement des 700 millions d'' euros de fonds européens du programme"
"PA719044,2019-02-13","en faveur des CP et des CE1 , constituera un levier puissant d'' amélioration du niveau global des élèves. Ses effets","se feront sentir","rapidement. Le groupe du Mouvement démocrate et apparentés soutient donc cette disposition, considérant qu'' elle"
"PA330008,2019-02-13",""" parent 2 "", qui va provoquer de très vives réactions – les appels à la désobéissance civique face à cette mesure funeste","se font déjà entendre",". Le deuxième épisode a donc lieu ce soir, avec l'' abaissement de 6 à 3 ans de l'' âge de l'' instruction obligatoire."
"PA588884,2019-02-14","destinées à la redistribution, des traders, des banques et des cabinets d'' avocats ont profité des niches pour","se faire rémunérer","leur propre évasion fiscale. Cette fraude, dévoilée sous le nom de CumEx Files , a coûté aux contribuables européens"
"PA605991,2019-02-14","sont nombreux, organisés et présents sur tous les bancs. Au fil des années, ils ont développé un réel talent pour","se faire entendre","de façon massive. Pas tant que ça ! Me permettez - vous de poursuivre, monsieur Lambert ? Il ne s'' agit pas d'' opposer les"
"PA717151,2019-02-18","de saluer ! Absolument ! Mais il faudra aller plus loin et se doter des instruments nécessaires pour que l'' Europe","se fasse enfin respecter","! Il n'' est pas acceptable que les entreprises et les banques européennes craignent davantage du non-respect des lois"
"PA720430,2019-02-18","ministère de la justice, des surveillants pénitentiaires et du personnel de la protection judiciaire de la jeunesse.","Je me ferai un plaisir de participer","à leurs prochaines manifestations. La parole est à Mme la garde des sceaux. Monsieur le député, c'' est toujours un"
"PA721624,2019-02-18","qu'' ils expriment plutôt un ras-le-bol de nous voir passer autant de temps à discuter des textes dont l'' application","se fait attendre",". Nous débattons des articles des projets de lois depuis le 13 novembre. Nous l'' avons fait longuement. Il n'' y a aucune"
"PA342601,2019-02-18","des débats qui se sont déroulés depuis un an, sont la preuve qu'' il présente de grandes difficultés. Ces protestations","se font entendre","sur tous les bancs – ce n'' est pas un hasard – et dans toutes les professions juridiques – ce n'' est pas un hasard non plus. Ce"
"PA609590,2019-02-19","moins pour une période transitoire, afin d'' assurer une continuité entre la certification initiale et la suivante qui","se fait attendre","? Ma seconde question porte sur les pénuries de médicaments, qui me paraissent un problème crucial. J '' ai été élue pour"
"PA720846,2019-02-21","plaisir ou par provocation. Ils sont là parce qu'' ils n'' ont pas d'' autre choix, parce que c'' est la seule façon pour eux de","se faire entendre",". Que veulent -ils ? La fin des inégalités qui gangrènent notre société. La politique fiscale et sociale de ce"
"PA720846,2019-02-21","qu'' à l'' issue de leur mandat, et non pendant son cours. En réalité, c'' est le cas : depuis l'' échec de M. Sarkozy à","se faire réélire",", aucun président de la République n'' a exercé de deuxième mandat. On aurait aimé qu'' il y parvienne ! Sarko était le"
"PA415452,2019-02-21","de cette initiative très importante. Vous avez raison, madame Ménard , y en a marre : ras-le-bol d'' entendre les paysans","se faire traiter","de pollueurs et d'' empoisonneurs. Ce n'' est pas ce que nous avons fait ! Caricature ! Démagogie de bas étage ! "" Produisez !"
"PA335532,2019-03-05","ou de l'' aménagement du territoire : les patientes seront contraintes de multiplier les déplacements pour","se faire suivre",". Que comptez - vous faire pour assurer la qualité du suivi médical gynécologique que les Françaises , et surtout les"
"PA720692,2019-03-07","chiche, madame la ministre, augmentez le SMIC et les pensions de 17,5 %, et tout ira bien ! Le besoin de justice fiscale","se fait entendre","partout, et pas seulement chez nous. Aux États-Unis , un pays qui n'' est pas à proprement parler socialiste, ça se"
"PA227076,2019-03-11","de besoin, là où les élus locaux ne souhaitent pas que l'' agence intervienne, celle-ci ne le fera pas ; là où des besoins","se font sentir",", là où les élus souhaitent le soutien de l'' agence en complément de leurs éventuelles ressources, elle interviendra."
"PA720606,2019-03-11",". Cela pose de réelles difficultés aux élus locaux, au premier rang desquels les maires des petites communes, pour","se faire entendre","et signaler efficacement les situations problématiques rencontrées par leurs administrés. Parce que l'' argent"
"PA720606,2019-03-11",". Cela pose de réelles difficultés aux élus locaux, au premier rang desquels les maires des petites communes, pour","se faire entendre et signaler","efficacement les situations problématiques rencontrées par leurs administrés. Parce que l'' argent reste le nerf de"
"PA719194,2019-03-11","un alinéa qui définit les quelques catégories de territoires où, par nature, le besoin d'' une intervention de l'' agence","se fera le plus sentir",". Nous avons choisi en commission de conserver cet alinéa en le modifiant. Je suis donc défavorable à sa suppression."
"PA1838,2019-03-12","les agences que vous voulez mais cela revient à mettre des fonctionnaires là où il y a un million de bénévoles prêts à","se faire trancher","le cou pour l'' entretien d'' un chemin de terre – je ne crois pas que l'' expression soit de François Mitterrand . Ce sont nos"
"PA719942,2019-03-12","? La parole est à M. Stéphane Baudu , pour soutenir l'' amendement n° 397. Le succès de l'' Agence reposera sur sa capacité à","se faire connaître","des bénéficiaires potentiels, notamment des collectivités qui disposent de peu de ressources en matière d''"
"PA267780,2019-03-13","pas ! Le refus de la vaccination, parfois justifié par des argumentations mensongères, est irresponsable :","se faire vacciner",", c'' est se protéger, mais aussi protéger les autres, notamment les plus vulnérables d'' entre nous, qui ne peuvent se"
"PA267780,2019-03-13",", c'' est se protéger, mais aussi protéger les autres, notamment les plus vulnérables d'' entre nous, qui ne peuvent","se faire vacciner",". Non, la vaccination n'' augmente pas les troubles du comportement chez les enfants ! Non, le ROR – vaccin rougeole,"
"PA415452,2019-03-13","d'' abord, je voudrais saluer notre ami le député Ramos pour l'' action médiatique qu'' il a conduite aujourd''hui. Bravo !","Se faire fabriquer","une boîte de camembert à son effigie, la distribuer à tous les députés de l'' Assemblée nationale – on sent la bonne odeur"
"PA331567,2019-03-13","de préparation à l'' installation ne doit pas occulter les besoins d'' accompagnement et de formation à la gestion qui","se fait sentir","parmi les artisans. Nous souscrivons à la proposition de relèvement du seuil de désignation des commissaires aux"
"PA331481,2019-03-13","donc l'' interview du président de votre parti, qui explique qu'' il faut baisser les impôts ! Lorsque nous le faisons,","vous nous critiquez : vous feriez mieux de nous soutenir",". Ce n'' est pas ce que j'' ai dit ! J '' ai dit que c'' était insuffisant ! Un peu d'' honnêteté intellectuelle ! Je redis mot pour"
"PA719420,2019-03-13","enregistrent leur entreprise en ligne : ils considèrent peut-être qu'' ils n'' ont pas besoin d'' être accompagnés ; 70 %","se font accompagner",". Le guichet unique n'' y changera rien ! Le seul progrès que nous souhaitons assurer, c'' est qu'' il n'' y ait plus qu'' un seul"
"PA720728,2019-03-13","demande un peu plus de recul. De nombreuses personnes se rendront encore dans les CFE pour obtenir des conseils et","se faire aider",". Le texte vise simplement à créer un outil moderne, qui centralisera les fichiers. Je le répète, ce débat me semble"
"PA332614,2019-03-14","une grande partie du week-end dans un hackathon fiscal organisé dans le cadre du grand débat national, ... Dites donc,","vous savez vous faire mousser","! ...auquel participait I4CE – Institute for climate economics –, une association fondée par la Caisse des dépôts et"
"PA605991,2019-03-15","prévoit la fin de la mise à disposition des "" assiettes autres que celles mentionnées "" à l'' alinéa 4. Je ne sais pas si","je me fais bien comprendre","... Si , c'' est très clair et précis ! J'' aurais besoin d'' une réponse sur ce point particulier, madame la secrétaire d''"
"PA334149,2019-03-15",", on peut encore parler de façon imagée. Si les métaphores sont parfois un peu fortes, elles permettent du moins de","se faire comprendre",". Laissez aux députés leur liberté de parole. C '' est à peu près tout ce qui leur reste ! La majorité nous donne des leçons en"
"PA721270,2019-03-15","du travail, cela ne recouvre pas que les épargnants ! Monsieur Peu , veuillez laisser le Gouvernement s'' exprimer !","Je ne laisserai pas me faire dire","des choses que je n'' ai pas dites ! Pour le moment, vous me coupez la parole ! Le respect va dans les deux sens ! Seule la"
"PA719372,2019-03-15","soutenir le sous-amendement n° 1333 rectifié. Ce sous-amendement permettrait aux quatre membres du dispositif de","se faire représenter","en déléguant leur pouvoir. De fait, ils n'' auront peut-être pas toujours l'' envie ou le temps, compte tenu de leurs"
"PA720162,2019-03-15","parts de son entreprise. Je pense encore à l'' affacturage inversé, pour ceux qui nous ont rapporté leurs difficultés à","se faire payer","leurs factures. Je pense à ceux qui avaient des difficultés avec le franchissement des seuils : le délai de cinq ans les"
"PA722374,2019-03-18","plus adapté de la gestion des données de santé, afin que la France soit au rendez - vous de la médecine de demain et ne","se fasse pas distancer","par les deux géants mondiaux. Cet enjeu est fondamental. Nous formulerons enfin des propositions pour renforcer la"
"PA717153,2019-03-18","prendre en charge davantage d'' étudiants. Je rappelle également que l'' entrée dans les études de médecine pourra","se faire à partir","de licences effectuées dans des universités qui n'' ont pas d'' unité de formation et de recherche de médecine, qui ne sont"
"PA609726,2019-03-19",", à quoi sert -il d'' investir dans la rénovation si, dans le même temps, nous laissons d'' autres édifices chrétiens","se faire gratuitement vandaliser",", profaner, souiller ? Rien que ces derniers jours, citons l'' église catholique Saint-Louis de la Robertsau , à"
"PA609726,2019-03-19",", à quoi sert -il d'' investir dans la rénovation si, dans le même temps, nous laissons d'' autres édifices chrétiens","se faire gratuitement vandaliser, profaner",", souiller ? Rien que ces derniers jours, citons l'' église catholique Saint-Louis de la Robertsau , à Strasbourg , la"
"PA717153,2019-03-20","d'' un syndicat. Dès que j'' en ai eu connaissance, j'' ai dénoncé le caractère inadmissible de ces menaces destinées à ""","se faire entendre",""" – je cite le communiqué. Vous l'' avez dit, ces menaces vont à l'' encontre du respect inconditionnel du droit à l'' IVG"
"PA720386,2019-03-20","de patients qui n'' ont plus accès à un médecin traitant, la distance que les habitants doivent parcourir pour","se faire soigner",", bref faire valoir leurs arguments auprès des ARS le plus concrètement possible. Je vais vous raconter une anecdote."
"PA720386,2019-03-20","de patients qui n'' ont plus accès à un médecin traitant, la distance que les habitants doivent parcourir pour","se faire soigner, bref faire","valoir leurs arguments auprès des ARS le plus concrètement possible. Je vais vous raconter une anecdote. Aujourd''hui"
"PA336316,2019-03-20","commune pour rejoindre votre ministère à Paris – je vous l'' annonce. Il parcourra 760 kilomètres en petite foulée pour","se faire entendre","et protester contre la fermeture annoncée de l'' hôpital de Roquefraîche . L'' exaspération est à son comble au sein de la"
"PA336316,2019-03-20","commune pour rejoindre votre ministère à Paris – je vous l'' annonce. Il parcourra 760 kilomètres en petite foulée pour","se faire entendre et protester","contre la fermeture annoncée de l'' hôpital de Roquefraîche . L'' exaspération est à son comble au sein de la population"
"PA642847,2019-03-20","% quand d'' autres souffrent d'' une croissance négative, pouvant aller jusqu'' à moins 4 %, et de cela, les conséquences ne","se font pas sentir","que pour les médecins. La contrainte a été expérimentée ailleurs. Elle n'' a pas porté ses fruits. Pire , elle a eu des"
"PA720146,2019-03-20","– je songe à la ruralité et aux villes de taille moyenne tels que Cholet . Toutefois, les premiers effets de la mesure ne","se feront sentir","que dans dix ans ; il est donc nécessaire de trouver des solutions d'' ici là. Comme beaucoup d'' entre vous, je pense, je"
"PA2377,2019-03-21","aujourd''hui. Des familles, notamment avec enfants, s'' en trouvent fragilisées ; elles nous demandent comment","se faire soigner",". Il faut pouvoir avancer. Je ne sais pas si ce débat doit se limiter à choisir entre la contrainte et la régulation. Je"
"PA719608,2019-03-21","travail administratif. En outre, il ne fonctionne pas très bien : certains praticiens ont parfois beaucoup de mal à","se faire payer","par les mutuelles et travaillent de facto pour la gloire ! Autant de difficultés qui découragent l'' installation. On"
"PA719578,2019-03-21","commettre l'' irréparable "", écrivaient -ils. Les agents hospitaliers multiplient les grèves de la faim pour tenter de","se faire entendre",". La situation ne s'' est pas améliorée depuis cette alerte : au contraire, elle se dégrade constamment, et ce projet de"
"PA609726,2019-03-21",". La parole est à M. Julien Aubert . Sachant que les effets de la disparition du numerus clausus mettront du temps à","se faire sentir",", une solution intelligente consisterait à s'' appuyer sur des professionnels expérimentés pour assurer la"
"PA334768,2019-03-21","les personnes ayant décidé de se sevrer du tabac, puisque cela leur évite d'' effectuer plusieurs démarches : aller","se faire prescrire","ces substituts nicotiniques chez le médecin, puis se rendre en pharmacie. Par conséquent, une démarche unique leur"
"PA267289,2019-03-21","à 55 %, quand d'' autres pays atteignent les 80 à 90 %. Élargissons le périmètre ! Faisons en sorte que quelqu''un qui doit","se faire faire","une prise de sang puisse en profiter pour se faire vacciner. La parole est à Mme la ministre . Je comprends vos arguments."
"PA267289,2019-03-21","le périmètre ! Faisons en sorte que quelqu''un qui doit se faire faire une prise de sang puisse en profiter pour","se faire vacciner",". La parole est à Mme la ministre . Je comprends vos arguments. Il faut que nous réfléchissions plus avant à un éventuel"
"PA717153,2019-03-21","point de contact que sont les pharmaciens. Les personnes qui viennent dans une officine acheter leur vaccin peuvent","se faire vacciner","immédiatement sur place. Les modalités de vaccination deviennent claires pour nos concitoyens : ils savent qu'' ils"
"PA717153,2019-03-21","préfère m'' en tenir à la doctrine actuelle, qui est très claire pour nos concitoyens : dès la rentrée 2019, ils pourront","se faire vacciner","dans toutes les pharmacies d'' officine de France , selon un protocole sécurisé. Ajouter les biologistes ou qui que ce"
"PA720286,2019-03-21",", c'' est les fermetures d'' hôpitaux ou de services qui obligent les malades à faire des trajets toujours plus longs pour","se faire soigner","dans des hôpitaux usines. Bravo ! La parole est à M. Cyrille Isaac-Sibille . Nous sommes tout à fait favorables à la"
"PA717153,2019-03-21","donc, en cancérologie, tout le monde a admis la gradation des soins. Des seuils d'' activité sont fixés. On ne peut pas","se faire opérer","d'' un cancer du sein n'' importe où. Même un chirurgien viscéral n'' a pas le droit d'' opérer un cancer du côlon si son"
"PA717153,2019-03-21","la bonne porte et ne pas rester en proximité, tandis que d'' autres, mal informés, parfois sans voiture, vont devoir","se faire soigner","sur place sans être sûrs de la qualité des soins. Je l'' ai dit dès mon arrivée au ministère : je souhaite que chaque"
"PA719286,2019-03-22","également source d'' économies considérables, puisque 26 000 Corses se rendent chaque année sur le continent pour","se faire soigner",", avec toutes les dépenses que cela suppose pour l'' assurance maladie et pour les familles corses, obligées de subir"
"PA267780,2019-03-22","Agnès Firmin Le Bodo . Le regroupement des pharmacies tient à un problème économique. Dans 95 % des cas, une pharmacie","se fait racheter","par une autre parce qu'' elle n'' aurait jamais pu être vendue autrement, sans doute en raison de sa mauvaise santé – départ"
"PA267042,2019-03-22","de mener une évaluation objective de ce reste à charge pour les ménages, qui sont contraints, par conséquent, d'' aller","se faire soigner","sur le continent, ce qui les expose à des inégalités en matière d'' accès aux soins, alors qu'' ils sont égaux devant les"
"PA720286,2019-03-26","fait annuler la hausse de la taxe carbone : cela évite d'' avoir à régler une somme astronomique pour aller accoucher ou","se faire soigner","loin de chez soi ! L'' abandon des territoires ruraux s'' amplifie et vous nous répondez : "" télémédecine ! "" C '' est dommage,"
"PA720546,2019-03-26","pour la démocratie, et cela témoigne d'' une démarche constante de la majorité. Travailler dans de telles conditions,","se faire soigner","dans de telles conditions, ce n'' est plus possible. Je pense souvent aux propos du Premier ministre s'' adressant aux"
"PA719146,2019-03-26","plus en plus forte, où le modèle de nos démocraties représentatives occidentales est bousculé, où la perte de repères","se fait dangereusement sentir",", où les rapports interpersonnels peuvent être de plus en plus violents, nous croyons que s'' engager dans une"
"PA336316,2019-03-27","à partir de sa commune pour rejoindre, à pied, votre ministère, soit une distance de 760 kilomètres. Tout cela pour","se faire entendre",", pour protester contre la fermeture annoncée de cet hôpital. Nous constatons donc, d'' un côté, que vous affichez votre"
"PA336316,2019-03-27","à partir de sa commune pour rejoindre, à pied, votre ministère, soit une distance de 760 kilomètres. Tout cela pour","se faire entendre, pour protester","contre la fermeture annoncée de cet hôpital. Nous constatons donc, d'' un côté, que vous affichez votre volonté de"
"PA642788,2019-03-27","âgés Il est en effet difficile de renvoyer la lettre recommandée de résiliation avant la date d'' échéance du contrat ;","nous pouvons tous nous faire piéger","– j'' en ai d'' ailleurs moi-même fait l'' expérience. La critique principale que l'' on peut entendre, selon laquelle la"
"PA267330,2019-03-27","des petites entreprises et des entreprises de l'' économie sociale et solidaire, car les besoins de simplification ne","se font pas seulement sentir","pour les sociétés et leurs filiales sur le marché mondial, mais aussi près de chez nous et dans nos territoires ! De plus,"
"PA720334,2019-03-29","la circonscription inclut le Guilvinec , qui dira le contraire –, et donc de s'' installer rapidement, de se marier, de","se faire construire","une maison. Mais au-delà de quarante, quarante-cinq ans, il est plus difficile de partir en mer en laissant derrière"
"PA335612,2019-03-29","ou d'' Ivoiriens ? Pourquoi s'' entête -t - elle au Mali dans une stratégie qui est en échec ? Je pense que le Gouvernement","se fera fort de nous éclairer","sur cette situation et sur ce qu'' a récemment dit la ministre des armées Florence Parly : "" Serons - nous amenés à"
",2019-04-02","de l'' école de la confiance, cet esprit qui relève de chacun d'' entre nous et qui est très important pour notre pays :","se faire confiance et positionner","le professeur au centre du système en lui faisant confiance. L'' autre réponse, plus précise, passe par un protocole d''"
"PA642868,2019-04-02","celui de l'' hydrogène, filière dans laquelle la France a pris de l'' avance. Aujourd''hui , la production d'' hydrogène","se fait très majoritairement à partir","de ressources fossiles et principalement par vaporeformage du gaz naturel. Demain , pour que le développement de l''"
"PA720002,2019-04-02","la lutte contre la fraude fiscale, votée à une large majorité en fin d'' année dernière, devraient, je l'' espère,","se faire sentir","rapidement. L'' investissement dans la lutte contre la fraude présente l'' avantage de faire rentrer de l'' argent dans"
"PA721150,2019-04-03","droits seront préservés demain. Balayez devant votre porte ! Extrémiste ! Vous jouez sur les peurs ! Pourront - ils","se faire soigner","comme hier ? Garderont - ils leur emploi, leurs droits à la retraite ? C '' est vers vous, madame la ministre, que leurs"
",2019-04-03","mieux représenté, c'' est aussi pouvoir s'' exprimer autrement, par le vote blanc, par exemple. C '' est une demande qui","se fait entendre",", comme l'' ont rapporté ici plusieurs orateurs. Il faudra y prêter attention, tout en mesurant les conséquences que"
"PA718838,2019-04-04","générale pour le groupe Les Républicains ; j'' ai en effet entendu tellement d'' approximations et de contrevérités que","je vais me faire un plaisir de remettre","le clocher au centre du village. S '' il est un challenge que le Gouvernement et sa majorité peuvent gagner haut la main, c''"
"PA721564,2019-04-09","'' ils sont juifs ou, tout simplement, parce qu'' ils incarnent la démocratie. Quand on voit une jeune femme trans, Julia ,","se faire violenter","à la sortie du métro République , au cœur de ma circonscription. Quand l'' antisémitisme augmente de 74 % en 2018, quand"
"PA721564,2019-04-09",". Quand l'' antisémitisme augmente de 74 % en 2018, quand les réseaux sociaux regorgent de violence, quand des Roms","se font lyncher","après avoir été victimes de rumeurs abjectes. La faute à votre laxisme ! En ce lendemain de la Journée internationale"
"PA721564,2019-04-09",". Quand l'' antisémitisme augmente de 74 % en 2018, quand les réseaux sociaux regorgent de violence, quand des Roms","se font lyncher après avoir","été victimes de rumeurs abjectes. La faute à votre laxisme ! En ce lendemain de la Journée internationale des Roms , je"
"PA268019,2019-04-09","peur qui a étreint le pouvoir en décembre, la réussite du débat et, parfois, son excessive glorification ne doivent pas","vous illusionner et vous faire oublier","la source de la crise et sa profondeur. Comme dans une maladie qui provoque une grande douleur, le grand débat peut être"
"PA720286,2019-04-09","sociale et d'' écologie – et j'' en passe. Heureusement, depuis l'' automne dernier, des voix s'' élèvent. La contestation","se fait entendre",", plus que jamais. Les gilets jaunes réclament plus d'' équité fiscale. Les marches pour le climat revendiquent"
"PA719108,2019-04-10","homophobe toutes les 33 heures et où certains jeunes LGBT – lesbiennes, gays, bisexuels ou transgenre –, continuent à","se faire dispenser","des cours d'' éducation physique et sportive, de crainte d'' être harcelés dans les douches et les vestiaires des"
"PA335612,2019-04-10","des pays européens. Les communistes vous avaient prévenus. Alors que la France a laissé Alcatel","se faire racheter","par Nokia en 2015 sans vraiment se battre, puis n'' a rien dit quand l'' entreprise a annoncé la suppression de 2 000 postes"
"PA721262,2019-04-11","du fait nucléaire est déjà, en tant que telle, un acte monumental. Ayons aussi l'' humilité de laisser l'' histoire","se faire, se réécrire","par les générations futures, en fonction de la façon dont elles la comprendront. Je souhaite donc ardemment que nous"
"PA720996,2019-04-29","dans notre pays ! La parole est à M. M''jid El Guerrab . Comme l'' écrivait Frédéric Ozanam en 1836, "" souvent la fraude","se fait précéder","d'' un fantôme de loyauté "". Autrement dit, la fraude est avant tout une faute morale. Les chiffres demeurent édifiants."
"PA267766,2019-04-29","des formalités effectuées en ligne, on ait besoin d'' un suivi personnalisé. C '' est là que le manque de personnel","se fait sentir",". Ainsi, dans mon territoire, les CARSAT – les caisses d'' assurance retraite et de la santé au travail – sont de plus en"
"PA718784,2019-04-29","et les violences dans les espaces publics et privés, justifient cette impérieuse nécessité. Le manque de moyens","se fait également cruellement sentir","pour le nécessaire hébergement d'' urgence des victimes en situation de précarité fuyant leur agresseur. Leur"
"PA1008,2019-04-30","censurée par le Conseil constitutionnel –, les migrants visés par la loi Collomb , les syndicalistes qui tentent de","se faire entendre","– et, demain, ceux qui expriment leurs désaccords avec votre politique ? La France figure toujours à une peu reluisante"
"PA856,2019-04-30","avancées auxquelles ces ordonnances ont conduit sont obérées par des décisions fiscales à contre-courant, alors ne","se feront sentir","que des effets négatifs des ordonnances. La situation est pourtant alarmante. La France souffre d'' un taux de chômage"
"PA719456,2019-05-07","– Caisse d'' allocations familiales – ou de la "" sécu "", pour éviter une erreur dans un abonnement ou empêcher le jeune de","se faire avoir","? Et que dire de nos interventions pour motiver nos jeunes dans leurs études supérieures, dans des formations"
"PA605991,2019-05-09","importante, plus le graphisme sautait aux yeux, et mieux c'' était pour les promoteurs des activités concernées. Ils","se faisaient certes voir",", mais au détriment de quelque chose que nous, législateur, devons protéger et dont la préservation a été la motivation"
"PA719138,2019-05-10","un second temps, sa conservation ? Le Président de la République qui, dans son adresse à la nation, avait appelé à ne pas","se faire prendre",""" au piège de la hâte "" a pourtant annoncé qu'' il voulait que la cathédrale soit rebâtie en cinq ans. Ce volontarisme,"
"PA746,2019-05-10","vise à permettre aux présidents des commissions, qui sont souvent très occupés – j'' en sais quelque chose – de","se faire représenter",". Je pense par exemple que les rapporteurs pour avis ou les rapporteurs spéciaux peuvent tout à fait les remplacer. C ''"
"PA2150,2019-05-13","ici abstraction de mes divergences avec lui – sur un ton qui n'' est pas acceptable pour un Français . On ne peut admettre de","se faire jeter","à la figure une lettre dans laquelle on vous dit, premièrement, que vous pouvez aller vous faire voir, deuxièmement,"
"PA2150,2019-05-13","un Français . On ne peut admettre de se faire jeter à la figure une lettre dans laquelle on vous dit, premièrement, que","vous pouvez aller vous faire voir",", deuxièmement, que le siège du Parlement européen de Strasbourg , on n'' y pense plus, et troisièmement que la France"
"PA721960,2019-05-13","ce qu'' il décrivait déjà, au moment du référendum par lequel le peuple grec avait rejeté le diktat de la troïka avant de","se faire marcher","dessus, y compris par son propre gouvernement, soumis aux injonctions européennes, comme une génération de"
"PA346218,2019-05-13","un problème d'' attractivité et d'' évolution de carrière pour les meilleurs profils ? Pourquoi passer un concours pour","se faire souffler","les postes par des profils venus du privé ? Je n'' y vois aucun problème de fond, sinon que la portée pratique est"
"PA720430,2019-05-13","'' a pas porté les fruits espérés. En revanche le risque, que nous avions dénoncé, d'' amoindrir la capacité des salariés à","se faire représenter","et entendre est bien réel. En l'' espèce, le résultat ne s'' est pas fait attendre ! Une telle proposition témoigne d'' un"
"PA720430,2019-05-13","'' a pas porté les fruits espérés. En revanche le risque, que nous avions dénoncé, d'' amoindrir la capacité des salariés à","se faire représenter et entendre","est bien réel. En l'' espèce, le résultat ne s'' est pas fait attendre ! Une telle proposition témoigne d'' un réel mépris à l''"
"PA606098,2019-05-16",", dont seront organisés les recours administratifs, puisque le seul moyen, désormais, pour les agents, de","se faire entendre","et d'' obtenir des explications sur un refus de mutation ou d'' avancement sera d'' intenter un recours auprès de la CAP ."
"PA606098,2019-05-16","se produise un mouvement de hauts fonctionnaires partis pantoufler et qui, toujours en position de disponibilité,","se feraient recruter","comme agents contractuels. Ce n'' est pas complètement ubuesque, car certains hauts fonctionnaires de l'' État sont"
"PA606098,2019-05-16","où l'' on pourrait envisager cette option. A contrario, l'' on pourrait considérer qu'' un haut fonctionnaire ne peut pas","se faire recruter","en contractuel sur un emploi de direction. Intégrer un corps ou une fonction par la voie du contrat, simplement parce"
"PA330357,2019-05-17","ou de droit privé : cela répond à votre attente à l'' égard de fonctionnaires qui quitteraient l'' administration pour","se faire engager","par ailleurs au moyen de contrats de forme différente. Je précise, et cela figure dans le projet de loi, que, s'' agissant"
"PA606098,2019-05-17",", mais le directeur général pourra bien plus facilement arguer que celui-ci n'' est jamais remonté jusqu'' à lui, qu'' il","se faisait représenter","au sein d'' un conseil d'' administration, etc. Cette exigence n'' a donc pas été ajoutée par hasard. Elle a créé une zone"
"PA719778,2019-05-20","de modifier l'' alinéa 11 de l'' article 26 : "" Durant la procédure de rupture conventionnelle, le fonctionnaire peut","se faire assister","par un conseiller désigné par une organisation syndicale. "" Cette rédaction n'' est pas sans me surprendre. En effet, on"
